"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"instagram_url";"awards";"multiple_locations";"id";"FederationAbbr";"team";"CountryAbbr";"source ID";
"Marcio Cruz BJJ Tampa";"https://marciocruzbjj.com/";(813) 406-4449;"20733 Center Oak Dr";"Tampa";"FL";33647;;"United States";"Our team at Marcio Cruz Brazilian Jiu-Jitsu is proud to provide the highest-quality Jiu Jitsu training in Tampa. We continue to work every day to help our members lose weight, build fitness, and prepare for competition!";"https://marciocruzbjj.com/wp-content/uploads/2022/04/ezgif.com-gif-maker.jpg";"https://marciocruzbjj.com/kids-martial-arts/";"At Marcio Cruz Brazilian Jiu-Jitsu in Tampa, our Kids Martial Arts classes are taught by experienced Brazilian Jiu-Jitsu instructors that will not only focus on self-defense skills, but also implement the importance of respect, handwork and dedication. Incorporating Jiu-Jitsu into one’s schedule is proven to show an increase in listening skills, a deeper understanding of core values, and an exceptional boost in teamwork ability. Growing up, kids face a majority of different conflicts they aren’t always sure how to deal with. From peer pressure to bullying, our staff makes sure to educate our students on what is expected on and off the mats. The professors of our academy will guide every student step by step through different techniques that will forever keep them safe from any potential attackers or troublesome confrontations. If you’re seeking a program that provides a comfortable and safe environment for your child, we would be more than happy to welcome you to our BJJ family.";"https://marciocruzbjj.com/womens-only-brazilian-jiu-jitsu/";"At Marcio Cruz Brazilian Jiu-Jitsu, we get it. Brazilian Jiu-Jitsu is a close-combat style that can be uncomfortable in mixed company or if you’re just getting started. That’s why we’re proud to offer women across Tampa and Carrollwood a chance to train with confidence in our Women’s Brazilian Jiu-Jitsu Classes. Build your skills one step at a time a get in a great workout that will help you see incredible results. We train women of all ages and abilities.";"Muay Thai";;"https://marciocruzbjj.com/schedule/";;"Marcio Cruz";;"contact@marciocruzbjj.com";"https://www.facebook.com/MarcioCruzBrazilianJiuJitsuAcademy";"https://www.youtube.com/@MarcioCruzBJJTampa/";"https://youtu.be/LvdeaqRFXlM";"https://www.instagram.com/marciocruzbjj/";;0;2046;;;"US";;
"South Tampa Jiu-Jitsu & MMA";"https://southtampajiujitsu.com/";(813) 330-0591;"1703 N 24th St";"Tampa";"FL";33605;;"United States";"We are a family friendly MMA Academy. We offer Brazillian Jiu-Jitsu, Muay Thai (kickboxing) and wrestling classes for ages 3 and up. We encourage a relaxed and friendly training environment with the goal of improving your self defense skills, physical conditioning, weight loss, and nutrition. A healthy lifestyle of physical activity including Martial Arts, physical conditioning, outdoor activities, and proper nutrition are what make up the STJJ Lifestyle. In addition to promoting a healthy lifestyle and teaching a variety of martial arts. Our primary focus is Jiu-Jitsu because it does what other martial arts claim to do: provide a path for a smaller, weaker person to defeat a larger, stronger opponent through leverage and timing! We use an elaborate sequence of movements to systematically break down our opponent’s defenses until we catch them in a submission forcing them to tap out (say uncle)!!! Here is the Jiu-Jitsu formula to success: Maximum Effectiveness = Minimum Effort. It’s truly Human Chess!!! Jiu-Jitsu and MMA training are not just a great for self-defense and fitness for men and women, its great for children as well. We teach children to use their ""words"" to avoid a physical altercation while giving them the confidence to defend themselves!";"https://market-muscles-server-3.s3.us-east-2.amazonaws.com/wp-content/uploads/sites/70/2023/03/28173641/logowide.png";"https://southtampajiujitsu.com/program/kids-martial-arts/";"Children are like sponges. They absorb things quickly and easily - far more easily than we do as adults. In fact, parents can sometimes see a difference in their kids after just one martial arts class. Each additional class they attend increases their knowledge and growth. Not only are they getting healthier as they learn martial arts, they’re also learning the value of self-discipline and respect. When you enroll your child in a martial arts class, you’re giving them much more than the physical skills we teach. You’re giving them the opportunity to thrive.";;;"Muay Thai / Kickboxing, Wrestling";;"https://southtampajiujitsu.com/schedule/";;"Lane Andrews Jr.";;"info@southtampajiujitsu.com";"https://www.facebook.com/southtampajiujitsumma";"https://www.youtube.com/@laneandrewsjiujitsu/";"https://youtu.be/4pRm47JtyFU";"https://www.instagram.com/southtampajiujitsumma/";"Lane Andrews Jr. - Professional MMA Fighter: Pancrase in Japan & IVC in Brazil; 1999 PKC National Kickboxing Champion; 2014 Florida State Jiu-Jitsu Champion; 2012 Florida State Jiu-jitsu Champion; 2012 Worlds Jiu-jitsu Bronze Medalist; 2011 Champion Miami Open Brown Belt Medium Heavy; 2021 No Gi Champion Orlando International Open; 2021 Pan American Bronze Medalist";0;2004;;;"US";;
"Robson Moura Brazilian Jiu Jitsu";"https://robsonmoura.com/";(813) 855-1760;"11220 Hillsborough Ave";"Tampa";"FL";33635;;"United States";"At Robson Moura Brazilian Jiu-Jitsu we strive to create a pleasant learning environment for all. From your very first visit to our academy, you will notice the family-oriented atmosphere. All our welcome by our friendly staff, instructors, and students. Brazilian Jiu-Jitsu is a martial art that focuses on submission grappling. It’s a great way to get in shape, meet new people, and maintain an active lifestyle. We are accommodating to all skill levels. Whether you’re just getting started or already have grappling experience, our staff will help you find the right class. Students who are new to Jiu-Jitsu will receive one-on-one instruction in basic movements and techniques before joining the rest of the class. Students at the appropriate skill-level are welcome to jump right in to one of the many classes we provide – such as standup, no-gi, or advanced.";"https://robsonmoura.com/wp-content/uploads/rmnu-logo.png";"https://robsonmoura.com/training-with-us/childrens-brazilian-jiu-jitsu-program/";"At Robson Moura Brazilian jiu-jitsu we believe Brazilian jiu-jitsu is the best investment you can give to your child’s future. It provides a way for keeping your child mentally and physically active. Our ‘Anti-Bully Policy’ is setup to ensure that your child is confident on and off the mats.";;;"Kickboxing";;"https://robsonmoura.com/training-with-us/schedule/";;"Robson Moura";;"academy@robsonmoura.com";"https://www.facebook.com/p/Robson-Moura-BJJ-HQ-Tampa-100063545414693/";"https://www.youtube.com/@RobsonMoura/";"https://youtu.be/IgNiY44mQ-g";"https://www.instagram.com/rmnu_hq/";"Robson Moura - World Championships: 8 - Years 1996 / 1997 / 1998 / 1999 / 2000 / 2002 / 2007 / 2012; Brazilian Championships for Team: 6 - Years 1997 / 1998 / 2000 / 2001 / 2002 / 2003; Pan American Championships: 2 - Years: 1996 & 2007 – Los Angeles CA; Rio de Janiero Championships: 8 - Years: 1990 / 1991 / 1992 / 1993 / 1994 / 1995 / 1996 / 1997; Netherlands Open Championship: 1 - Years: 1996; Challenge Med Cannibal Champion: 1 - Year: 1996; LA Sub X Champion: 2006; U.S. Nationals Pro Black Belt Champion: 2007; Sao Paulo Championships: 3; Rickson Gracie Tournament 2009 - 1st Place – Featherweight Division";0;2003;;;"US";;
"Tampa Florida Judo";"https://www.tampafloridajudo.net/";(813) 501-2827;"141 Stevens Ave., Suite 6";"Oldsmar";"FL";34677;;"United States";"Since 2012, Tampa Florida Judo has provided its members with a road map to success based on self-defense, confidence and goal-setting skills.";;;;;;"Judo";;;"Mon, Tues, Wed, Thurs: 5:30pm-8:30pm";"Dr. Rhadi Ferguson";;"tampafloridajudo@gmail.com";"https://www.facebook.com/tampafloridajudo/";"https://www.youtube.com/@TampaFloridaJudo/";"https://youtu.be/UeE-e0sCa1c";"https://www.instagram.com/tampafloridajudo/";;0;2045;;;"US";;
"Red Panda BJJ";"https://www.redpandabjj.com/";(321) 362-9418;"718 Cheney Highway";"Titusville";"FL";32780;;"United States";"Celebrated for its practicality and inclusivity, BJJ enables practitioners to control opponents without relying on sheer strength, allowing anyone to learn it irrespective of gender, strength, or ability. It's practiced both for self-defense and sport, promoting physical fitness and mental resilience.";"https://images.squarespace-cdn.com/content/v1/64fa15ed7749dc2ea142db18/ee1533d6-897a-4758-afa0-b36ca0daa624/Red+Panda+BJJ+Logo+-+NEW+-+Horizontal.png?format=1500w";"https://www.redpandabjj.com/kids-jiu-jitsu";"Our Kids Jiu Jitsu classes offer your child the opportunity to meet new friends, connect with mentors who will guide them to excellence, and learn transferable skills that will help them in all aspects of life.";"https://www.redpandabjj.com/womens-jiu-jitsu-classes";"Our women’s classes are designed to be welcoming, inclusive, and free from any judgments. Whether you're a seasoned practitioner or a complete beginner, you'll find a supportive community eager to help you grow.";"NoGi Brazilian Jiu Jitsu";;"https://www.redpandabjj.com/schedule";;"Jason Harris";;"redpandajiujitsu@gmail.com";"https://www.facebook.com/legacytitusville/";;;"https://www.instagram.com/redpanda_bjj/";;0;2099;;;"US";;
"American Top Team Wellington";"https://attwellington.com/";(561) 929-1615;"10220 Forest Hill Blvd, Suite #140";"Wellington";"FL";33414;;"United States";"All American Top Team Wellington classes, from kids to adults, are taught by world-renowned coach Emyr “Shark” Bussade, 5th degree brazilian jiu-jitsu black belt with 30 plus years of experience, and the developer of multiple world champions, including Michael Musumeci and Tammi Musumeci, the best american brazilian jiu-jitsu players in history. At American Top Team Wellington we produce champions on and off the mats through structured and disciplined classes for all levels.";"https://attwellington.com/wp-content/uploads/2020/04/banner-150x150.png";;;;;"Submission Grappling, MMA, Self Defence";;;;"Emyr ‘Shark’ Bussade";;"attwellington@gmail.com";"https://www.facebook.com/attwellington/";"https://www.youtube.com/@attwellington/";"https://youtu.be/Sp4-1ZjVTkE";"https://www.instagram.com/attwellington_sharkjiujitsu/";;0;475;;;"US";;
"Gracie Elite Jiu-Jitsu Wellington";"https://wellingtonjiujitsu.com/";(561) 856-1361;"12160 S Shore Blvd #109";"Wellington";"FL";33414;;"United States";"Whether you're a novice or you're bringing your belt with you, Gracie Elite Jiu-Jitsu Wellington is here to help you succeed. We will provide you with hands-on coaching, inspirational mentors, and the earnest accountability you need to achieve amazing things every step of the way. Located in Wellington, we harbor a passion for Martial Arts and will train you to become an expert at one of the world's fastest-growing sports. Gracie Elite Jiu-Jitsu Wellington is about you. It's about accomplishing your goals and providing you with an incredibly supportive community where you can pursue fitness, train hard, and dream big. From Muay Thai to Gi and no-Gi jiu jitsu, we are your home for all things martial arts. Begin your journey today.";"https://res.cloudinary.com/display97/image/upload/q_auto,fl_lossy,f_auto/8233/gracie-Logo-240375.png";"https://wellingtonjiujitsu.com/classes/Kids-Martial-Arts";"Here at Gracie Elite Jiu-Jitsu Wellington, we understand the importance of setting your child up for success in many different ways. We are proud to serve the community of Wellington by offering Kid's Jiu-Jitsu classes geared towards development and bully prevention. Our classes are designed to instill such confidence in your child that they will be able to overcome bullies without the need to resort to violence. Also, we'll make sure that your child has a great time learning all that we have to offer!";;;"NoGi Brazilian Jiu-Jitsu, Self-Defense Program, Muay Thai";;"https://wellingtonjiujitsu.com/Home/Schedule";;"Mauricio Villardo";;"eric@wellingtonjiujitsu.com";"https://www.facebook.com/GracieEliteWellington/";"https://www.youtube.com/@gracieelitewellingtonjiu-j9782";"https://youtu.be/EjY0AUeXoYY";"https://www.instagram.com/gracie_elite_wellington/";;0;477;;;"US";;
"Hammerfist Krav Maga & Brazilian Jiu Jitsu";;(813) 907-9544;"27031 SR 56";"Wesley Chapel";"FL";33544;;"United States";;;;;;;;;;;"Jason Carrio";;;;;;;;0;2102;;;"US";;"Closed"
"American Top Team West Palm Beach";"https://americantopteamwpb.com/";(561) 323-2741;"6076 Okeechobee Blvd., Suite 44";"West Palm Beach";"FL";33417;;"United States";"American Top Team West Palm Beach is the oldest and most traditional Brazilian Jiu-Jitsu gym in West Palm Beach, FL. Lead by Carlson Gracie 5th Degree Black Belt Marcos “Parrumpa” DaMatta, the gym is conveniently located on the corner of Okeechobee Blvd and the Turnpike, right behind Chick-Fil-A.";"https://americantopteamwpb.com/wp-content/uploads/2017/12/aaa-150x150.png";;;;;;;;;"Marcos ""Parrumpa"" Damatta";"1 Week Trial for $19.99";"parrumpabjj@gmail.com";"https://www.facebook.com/people/Parrumpa-BJJ-AttWpb/100063718772802/";;;"https://www.instagram.com/attwpb/";;0;433;;;"US";;
"Gracie Barra West Palm Beach";"https://gbwestpalm.com/";(561) 821-2772;"701971 Village Blvd";"West Palm Beach";"FL";33409;;"United States";"Brazilian Jiu Jitsu is a martial art that focuses on ground fighting and submission holds. It is known for its effectiveness in self-defense and its ability to enable a smaller person to defend themselves against a larger opponent. At our academy, we offer expert instruction in the art of Brazilian Jiu Jitsu, taught by skilled and experienced practitioners. Our classes are suitable for people of all ages and skill levels, and we have a welcoming and inclusive community of students. Whether you are a beginner looking to learn the basics or an experienced practitioner seeking to refine your techniques, our academy has something to offer you. Join us and discover the physical and mental benefits of training in Brazilian Jiu Jitsu.";"https://assets.cdn.filesafe.space/ssLfOJFzNavRNjM5nwZG/media/43103bc8-69ee-467e-bdbc-07c52751d91d.png";;"Martial Arts classes for kids and teens at Gracie Barra Jiu Jitsu Academy are designed to promote physical, mental and emotional development. Our experienced instructors provide a safe and supportive environment where students can learn self-defense techniques, improve their fitness levels and build confidence. Improved Focus and Concentration: Martial arts training helps kids and teens develop focus and concentration, which can carry over into their academic and athletic performance. Increased Confidence and Self-Esteem: Through learning new techniques and successfully practicing them, kids and teens can build confidence and self-esteem, leading to a positive outlook on life";;;;;;;"Paulo Castro";;"staff@gbwestpalmbeach.com";"https://www.facebook.com/gbwestpalmbeach/";"https://www.youtube.com/@graciebarrawestpalmbeach5703/";"https://youtu.be/IhYOWuATNLM";"https://www.instagram.com/gbwestpalmbeach/";;0;435;;;"US";;
"Hands Down Martial Arts";"https://handsdownmartialarts.com/";(561) 569-2200;"2601 S Military Trail #10";"West Palm Beach";"FL";33415;"5/5 Stars";"United States";"Hands Down Martial Arts is a premier athletic academy with expertise in a variety of martial art sporting disciplines. We are committed to the development of the mind and body through technical proficiency, health awareness, and fitness training for all of our students and instructors.";"https://handsdownmartialarts.com/wp-content/uploads/2019/03/hands-down-athletic-network-logo-dark@2x.png";"https://handsdownmartialarts.com/#classes";"LITTLE DRAGONS PROGRAM Ages 4-6 Years Old - These classes include a variety of elementary martial arts concepts to develop coordination and motor skill, as well as a combination of life and safety skills for 4-6 year-olds. CHILDREN'S PROGRAM Ages 7-9 Years Old - Students will have skill development exercises alongside their martial arts training, that highlight such things as concentration, determination, and technique. JUNIORS PROGRAM - Ages 10-13 Years Old - For these students, we emphasize understanding conflict resolution, reciprocating respect, and leadership skills to resist peer pressure as they progress through the core curriculum.";;;"Kickboxing";;"https://handsdownmartialarts.com/#schedule";;"Curtis Page Jr.";;;"https://www.facebook.com/handsdownmartialarts/";;;"https://www.instagram.com/handsdownmartialarts/";;0;436;;;"US";;"No BJJ Classes"
"Palm Beach Boxing & MMA";"https://www.palmbeachboxing.com/";(561) 478-9013;"2535 N Military Trl";"West Palm Beach";"FL";33409;"5/5 Stars";"United States";"We are a family-owned gym with friendly family vibes. We’re committed teaching people of all skill levels a variety of martial arts including boxing, Muay Thai kickboxing, and MMA, as well as fitness and conditioning classes. We offer a lot more than classes. Our state-of-the-art facility is bundled with lots of amenities and training equipment, and knowledgeable trainers to help you explore it all.";"https://www.palmbeachboxing.com/wp-content/uploads/2021/09/xpalm-beach-boxing-website-logo.png.pagespeed.ic.Ri4-6N_qqy.png";"https://www.palmbeachboxing.com/kids/";"We take pride is having one of the most advantageous, yet affordable kid’s programs in Palm Beach County. Our program teaches the fundamentals of boxing and self-defense, discipline, self-esteem, confidence, and when the it’s the right or wrong time to use boxing in real-world situations.​ We offer opportunities for our students to progress from beginners to more advances training, and onto competition training if desired. We have 2-3 coaches at all times for or youth program, so your child is guaranteed individual training and attention to help them learn. Minimum age: 7.";;;"Muay Thai Kickboxing, MMA, Boxing";;"https://www.palmbeachboxing.com/schedule/";"Mon-Fri: 12:00pm-9:00pm";"Lou Martinez";;"info@palmbeachboxing.com";"https://www.facebook.com/palmbeachboxingmma/";"https://www.youtube.com/@palmbeachboxing8012";"https://youtu.be/wHfqE513zvM";"https://www.instagram.com/palmbeachboxing/";;0;437;;;"US";;
"American Top Team Weston";"https://weston.myamericantopteam.com/";(954) 349-4900;"2750 Glades Cir #300";"Weston";"FL";33327;"5/5 Stars";"United States";"Welcome to American Top Team, led by Rodrigo “Baga” Ramos who is the owner of the Davie and Weston, FL locations. Baga began training martial arts at age nine in Brazil. He is a world-class competitor in Karate and Judo and learned from the worlds’ masters what the true meaning of being a leader is. He has put his training and leadership to work to help others achieve their goals and change their lives through martial arts. Baga holds MMA record of 3-0 with notable tournaments wins including IBJJF Pan AM champion, NAGA, grappler quest and many more. Since 2011, the American Top Team has been producing: MMA Champions, Black Belts, UFC Champions, WEC Champions, Bellator Champions and more! We are most proud of our work in building children’s characters and supporting families in their quests for healthy lifestyles. Our offerings include Martial Arts programs for adults and kids in addition to fitness classes, summer camps, events, and private training.";"https://weston.myamericantopteam.com/wp-content/uploads/2019/04/logo-298x300.png";"https://weston.myamericantopteam.com/att-kids-martial-arts/";"Since 2001, American Top Team has taken the lead to provide world-class instruction to kids who want to learn martial arts. Our programs and masterful instructors cater to all levels of skill. We help young athletes learn, build confidence and, most importantly, have fun doing so.";;;"MMA";;"https://weston.myamericantopteam.com/att-schedule/";;"Rodrigo Ramos";"Kids Martial Arts Trial Membership For Ages 3-11 - $59 - 2 weeks unlimited classes; Teens Trial Membership For Ages 12 and 15 - $19.99 - 3 Class Trial; Summer Camp Membership Ages: 5-12 Year Old - $189 Per Week; BJJ Trial Membership For Ages 12 and Up - $19.99 - 3 class trial; MMA Trial Membership For Ages 12 and Up - $19.99 3 class trial";;"https://www.facebook.com/AmericanTopTeamWeston/";;;"https://www.instagram.com/attweston/";;0;480;;;"US";;
"Freestyle Fighting Academy - Ayala Mixed Martial Arts ";;(954) 306-0900;"1772 N Commerce Pkwy";"Weston";"FL";33326;;"United States";"Learn SELF-DEFENSE, Get in GREAT SHAPE! Gain DISCIPLINE & CONFIDENCE! Be part of the BEST MARTIAL ARTS TEAM IN SOUTH FLORIDA!";;;;;;"Kickboxing, MMA";;;;"Jorge Ayala";;;"https://www.facebook.com/ffaweston/";;;;;0;481;;;"US";;
"Carlson Gracie Central Florida (Rinaldo Santos BJJ)";"https://www.rinaldosantos.com/";(407) 403-9317;"855 East Plant Street, Suite 700";"Winter Garden";"FL";34787;;"United States";"Professor Rinaldo is a 6th Degree Black Belt in Brazilian Jiu Jitsu and is one of the highest ranked Black Belts in Central Florida. His BJJ lineage is traced directly to the Gracie family: Mitsuyo Maeda > Carlos Gracie Sr. > Carlson Gracie Sr. His teacher Master Carlson Gracie was the most successful Vale Tudo champion of the Gracie family and was one of the first members of the family to fully teach their style of Jiu Jitsu to the world. This combat oriented style of Jiu Jitsu is reflected in all the Academies that belong to the Carlson Gracie Team. Professor Rinaldo began training BJJ as a teenager at the Carlson Gracie Academy Head Quarters, in Rio De Janiero Brazil. He would eventually became one of the youngest members of the famous Carlson Gracie Competition team, of the 1980’s and 1990’s. Many of the members of  the competition team now have influential roles in the sport of MMA. Professor Rinaldo is a former BJJ World Champion and Vale Tudo Fighter (No Holds Barred MMA) . He is also one of the most respected BJJ Referees in the sport of BJJ. Professor Rinaldo has over two decades of experience  teaching adults and kids and still teaches the majority of the classes at the Carlson Gracie Central Florida Academy.  ";"https://www.rinaldosantos.com/wp-content/uploads/2021/03/rsbjj_small_logo_100w_100h.png";;"Our kids program is the home of one of the most successful Kids BJJ teams in Central Florida. In addition to learning a martial art our kids classes are designed to give children a great physical work out, discipline, self confidence and an opportunity to make new friends.";;;;"PRICING (BY CONTRACT ONLY) - KIDS 6 MONTHS $155 per month, KIDS 1 - YEAR $135 per month, ADULTS 6 MONTHS $180 per month, ADULTS 1 - YEAR $160 per month";"https://www.rinaldosantos.com/info/";;"Rinaldo Ribeiro Dos Santos";;"rinaldosantosbjj@hotmail.com";"https://www.facebook.com/carlsongraciecentralflorida";"https://www.youtube.com/@carlsongraciecentralflorid3768/";"https://youtu.be/Z3yYvhtiWM0";"https://www.instagram.com/carlsongraciecfl/";"Rinaldo Ribeiro Dos Santos - Blue Belt: 1st place weight class 170 lbs – 1st Cup Bank of ITAU “State Champion”, Brazil -1987; 1st place weight class 170 lbs – 1st Cup Artuzao National Competition, Brazil – 1990; 2nd place weight class 170lbs – 1st Cup Arrebentacao Jiu Jitsu State Competition, Brazil 1991; 1st place weight class 170lbs – 1st Cup Beneficiate Carlos Rollyson State Competition – “Selected Most Technical fighter (submitted all opponents), Brazil 1991; 1st place weight class 170lbs – 1st Cup RAUF State Champion, Brazil, 1991; 1st place weight class 170 lbs – Brazilian State Champion, Brazil 1991; 1st place weight class 170 lbs – Brazilian State Champion, Brazil 1991, “Selected to fight Oscar Do Jiu Jitsu”; 1st place weight class 170 lbs – Oscar Do Jiu-Jitsu National Champion, Brazil 1991, “Selected Most Technical Fighter - Top Blue Belt”. Purple Belt: 1st place weight class 170 lbs – State Champion, Brazil 1992; 1st place weight class 170 lbs – Brazilian National Champion, Brazil 1992; 2nd place open weight class – Cup Rio Sport Center Competition, 1993; Winner of Top Purple Belt Challenge, 20 min match vs Eduardo Galvao Cup Rio Sport Center 1993; 1st place open weight class – Brazilian University of Jiu-Jitsu University Competition, Brazil 1994; 3rd place weight class 172 lbs – Pan American Brazilian Jiu Jitsu World Championship, USA 1995. Brown Belt: 1st place open weight class – Brazilian University of Jiu-Jitsu University Competition, Brazil 1996; 1st place weight class 185 lbs – State Champion, Brazil 1996; 1st place weight class 185 lbs – Freestyle De Petropolis World Champion “No Holds Barred”, Brazil 1997. Black Belt: 1st place weight class 185 lbs – State Champion, Brazil 1998; 1st place Black Belt Pre Qualification – Brazilian Jiu Jitsu World Championships, Brazil 1998; 3rd place weight class 185 lbs – World Championship of Brazilian Jiu Jitsu, Brazil 1999; 2nd place, Masters division, weight class 185 lbs – Pan American Championship, USA 2006.";0;2048;;;"US";2479;
"Armada Brazilian Jiu Jitsu Winter Park";"https://armadabjj.com/";(407) 900-8562;"6808 Aloma Ave";"Winter Park";"FL";32792;;"United States";"Our Mission: To Create a Fun Ego-Free Training Environment. We pride ourselves on creating an environment that is fun, educational, safe, and empowering. We make it our mission for everybody who comes in, no matter what age or size, to find like-minded practitioners ready to take their self defense, physical fitness, and enjoyment of the art to the next level.";"https://armadabjj.com/wp-content/uploads/2022/11/Armada-Brazilian-Jiu-Jitu-Logo-Gray-300x300.png";"https://armadabjj.com/programs/kids-bjj-overview/";"Winter Park BJJ is dedicated to empowering you or your child with the confidence and self-esteem needed to succeed in everyday life. Brazilian Jiu Jitsu can bring out the positive qualities that have always been a part of you or your child, whether that is inner calm, positive mental attitude, patience, or self-discipline. Brazilian Jiu Jitsu will help you overcome obstacles, anger and self-doubt, and leave you feeling confident in any situation.";;;"Muay Thai, No-Gi Jiu Jitsu";;"https://armadabjj.com/schedule/winter-park-schedule/";;"Leonardo Lopes Rodrigues";"Free Week Trial";"winterparkjiujitsu@gmail.com";"https://www.facebook.com/winterparkjiujitsu/";"https://www.youtube.com/@armadajiujitsu";"https://youtu.be/obhbRli4FR0";"https://www.instagram.com/armadabjj_winterpark/";;0;2114;;;"US";;
"UFC Gym Winter Springs";"https://ufcgym.com/";(407) 696-6969;"1425 Tuskawilla Rd., # 209";"Winter Springs";"FL";32708;;"United States";"Start your journey with the club that’s right for you and your goals. Set yourself up for success with a supportive community and a fitness facility that offers the amenities and knowledge you need to become your best. UFC GYM is the ultimate MMA-inspired fitness experience. Unlock your potential and elevate your performance in a highly-energized and supportive environment. Take advantage of the opportunity to roll on the Brazilian Jiu-Jitsu mats and hit the bags in a large bag room. Beat the boredom with access to numerous fitness classes, specialty equipment, weight and cardio rooms, and more. We are more than a club, we are a community. Each club is a reflection of its members and their commitment to living through experiences. We Train Different together.";"https://www.ufcgym.com/images/ufc-gym-logo-red.svg";"https://www.ufcgym.com/classes/youth";"Created to build a foundation of athletic and motivational skills that apply in and outside the gym. Our Youth Programs develop coordination, agility, speed, and strength. Combat the negative impact of screen time with the positive influence of fitness. ";;;"Boxing Conditioning, Boxing Skills and Technique, HIIT - Signature DUT, KickBoxing Conditioning, Muay Thai";;"https://www.ufcgym.com/locations/winter-springs/schedule";"Mon-Thurs: 9:00am-12:00pm, 4:00pm-8:00pm; Fri: 9:00am-12:00pm, 4:00pm-7:00pm, Sat: 9:00am-1:00pm";;;"winterspringsgm@ufcgym.com";"https://www.facebook.com/UFCGymWinterSprings/";"https://www.youtube.com/@UFCGymWinterSpringsFl/";"https://youtu.be/wyjmSJN5ECE";"https://www.instagram.com/ufcgymwintersprings/";;0;2092;;;"US";;
"Gracie Fernandina";"https://graciefernandina.com/";(904) 701-8102;"463155 SR-200, #10";"Yulee";"FL";32097;;"United States";"Our academy has an amazing vibe. Every single person is willing to help and are genuinely invested in everyone's growth. From our top level competitors to our weekend warriors, everyone is amazingly humble and excited to spread the love of jiu-jitsu.";"https://marketmusclescdn.nyc3.digitaloceanspaces.com/wp-content/uploads/sites/533/2023/04/27224542/GFPossumPawLogo.png";"https://graciefernandina.com/program/makos/";"Give Your Kids the Lifelong Gifts of Personal Success, Confidence, Discipline and Self-Defense...While Making Sure They Have a TON of Fun. Martial arts classes normally makes you think of self-defense, being strong, fit and safe. The truth is, it’s all that and WAY more!";"https://graciefernandina.com/program/womenonly/";"Get in Shape and Harness Your Body’s Capabilities with Brazilian Jiu-Jitsu. Learn to Fight and Defend Yourself in a Fun Setting. Brazilian Jiu-Jitsu, also known as Gracie Jiu-Jitsu, is a martial art and fighting technique that is designed to help people of any size defend themselves. It’s also a terrific way to tone and firm your body and reap the health benefits of martial arts.";;;;"Mon, Fri: 5:15pm-9:00pm; Tues, Thurs; 10:00am-11:00am, 6:00pm-9:00pm; Wed: 6:00pm-9:00pm";"Chris Garza";;"info@graciefernandina.com";"https://www.facebook.com/GracieFernandina/";"https://www.youtube.com/@GracieFernandina/";"https://youtu.be/fTcbNkRM1Is";"https://www.instagram.com/gracie_fernandina/";;0;2013;;;"US";;
"Georgia Martial Arts & Self Defense - Acworth";"https://www.gamasd.com/";(678) 574-7879;"3485 Acworth Due West Rd #100";"Acworth";"GA";30101;;"United States";"Georgia Martial Arts & Self Defense is a Family owned and operated martial arts & fitness academy. Originally founded in 1981, we have always focused on helping students meet their personal goals in a multitude of areas including martial arts, self-defense, physical fitness, and personal growth. We strive to create a family environment that is safe and non-threatening while always focusing on helping our students meet their personal goals.";"https://www.react-business34.wellnessliving.com/wp-content/uploads/sites/149/2023/04/logo-scaled.webp";"https://www.gamasd.com/kids-programs/";"Our kids BJJ class is for kids ages 6 and up. Here the kids learn how to utilize proper technique to overcome size and strength. This is a more competitive class where the kids are able to compete against each other during live sparing to get a dominant position and submit the other student.";;;"Aiki-Jujutsu, Shinkendo, Judo";;"https://www.gamasd.com/schedule/";"Mon-Thurs: 12:00pm-8:00pm";"Ian McPherson";;"shawn@gamasd.com";"https://www.facebook.com/GeorgiaMASD";"https://www.youtube.com/@GeorgiaMartialArtsSelf-Defense/";"https://youtu.be/To6I1wHWZPc";"https://www.instagram.com/georgia.masd/";"Ian McPherson - 2023 IBJJF Atlanta Spring Open Heavyweight Champion Master 2; 2022 IBJJF Atlanta Fall Open Heavyweight Champion Master 2; 2009 IBJJF World Champ Brown Belt; 2010 Pan American Champion Brown Belt; 2009/2010 World Bronze Medalist; 2008/2010 World No-Gi Bronze Medalist";0;2169;;;"US";;
