"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations";"id";"FederationAbbr";"team";"CountryAbbr";"source ID"
"Roots BJJ";"https://www.rootsbjj.com.au/";" + 61 4 2098 9937";"Shop 1560A, Westfield Warringah Mall";"Brookvale";"NSW";2100;;"Australia";"ROOTS BJJ was the first Brazilian Jiu-Jitsu gym to be opened in Australia by a Brazilian Black Belt. Our vision is to empower people both mentally and physically to have a better and more balanced life through experiencing the benefits of martial arts. These benefits include discipline, respect, self-confidence, self-defence, focus, mental strength, coordination, physical exercise and friendship. All levels and ages are welcome. We have a range of classes to suit men, women and children.";"https://www.rootsbjj.com.au/uploads/6/2/9/2/62924989/roots-red_1.png";"https://www.rootsbjj.com.au/childrens.html";"Whether your child or teen is a total beginner or already has experience in other martial arts, ROOTS BJJ classes will deliver benefits that extend beyond fitness and techniques. BJJ improves self-confidence, coordination, flexibility, self-control, and discipline. BJJ classes are also a great way to make friends. The recognition gained from peers for the student's effort and progress on the mats is an extra confidence booster. The international grading system helps teach children how to set goals and how to achieve them through perseverance and determination. ROOTS BJJ offers a range of training options for children and teens. These class are suitable for both boys and girls.";"https://www.rootsbjj.com.au/women.html";"Recently, there has been a massive increase in girls and women that train BJJ. They come for many reasons: they want to learn self-defence, they have already trained another martial art and want to learn more, they enjoy training and fighting, they have friends that train BJJ, and some come just to see what it is like.  At ROOTS BJJ we have a long history of women training with our team. One of our instructors, Phillipa Katonivualiku, started training with us in 2002 and she is currently Australia's highest female BJJ black belt, and she is also a world champion.";;;"https://www.rootsbjj.com.au/warringah.html";;"Paulo Guimaraes";;"info@rootsbjj.com.au";"https://www.facebook.com/Roots-Brazilian-Jiu-Jitsu-190780180972845/";;;;0;;"IBJJF";;"AU";2664
"Team Falzon";"https://www.teamfalzon.com/";" + 61 4 1163 9006";"Unit 43/421 King Georges Rd";"Beverly Hills";"NSW";2209;;"Australia";"BFA was founded by Brian Falzon. The vision for the academy was to offer world class instruction in a traditional yet functional environment. Brian sees a strong connection with everyday problem solving and Jiu-Jitsu. He is a strong believer that learning new tools such as Jiu-Jitsu can easily apply to how you approach real life situations to find the best solution for that specific problem. Brian Falzon is a competing blackbelt with a wealth of experience established over many years competing in Australia and around the world.";"https://static.wixstatic.com/media/1204e7_6d2fc73bf017425cb45ce017804221d6~mv2.png/v1/crop/x_10,y_10,w_383,h_382/fill/w_394,h_380,al_c,lg_1,q_85/patch-allwhite.webp";;;;;;;;;"Brian Falzon";;"brianfalzonbjj@gmail.com";"https://www.facebook.com/Teamfalzonbjj/";;;;0;;"IBJJF";;"AU";7175
"VT1 Jiu-Jitsu";"https://vt1mma.com.au/";" + 61 2 9417 1001";"390 Eastern Valley Way, Unit 19B";"Chatswood";"NSW";2067;;"Australia";"Our team of Expert Instructors and World Champions, have spent decades mastering their craft and have a passion for passing it on to their students. Their goal is that everyone who steps into the Academy achieves their goals and walks away with more confidence. Every class is unique, high energy and inspiring. Our programs are expertly designed to build solid foundations and keep you focused on your goals; whether you want to get in amazing shape, learn self defence or be a professional athlete. No experience is necessary. Our state of the art facility is just one minute drive from High Street shops and our welcoming staff can’t wait to get you started.";"https://vt1mma.com.au/wp-content/uploads/2019/06/emblem-2.svg";"https://vt1mma.com.au/martial-arts-chatswood/kids/kids-jiu-jitsu/";"Jiu Jitsu is the best gift a parent can give to their child; the knowledge that their child has the confidence and skills to deal with any challenges that are presented to them. It is easy to learn, fun and very effective. Our Martial Arts Academy has been teaching children on the Sydney North Shore for over 15 years. Our Jiu Jitsu classes are taught by world renowned experts that are parents themselves. They are designed to help children of all ages thrive on and off of the mats.";"https://vt1mma.com.au/martial-arts-chatswood/female-only/jiu-jitsu-females/";"Jiu Jitsu is the most practical and effective self-defence system a female can learn. Known as ‘the gentle art’, Jiu Jitsu uses leverage to help smaller people overcome larger opponents by using their entire body. When it comes to martial arts, there are many attributes that are unique to Females. Brazilian Jiu Jitsu helps them tap into those powers. Our Female-Only Jiu Jitsu program is designed to teach women the Gentle Art in a fun, safe and motivational environment. Although our mixed program is welcoming, many females prefer to train with other women until their confidence grows. It teaches them to control similar sized people before progressing to bigger opponents. Most importantly, it is a lot of fun!";"Muay Thai, Karate, MMA, Krav Maga";;"https://vt1mma.com.au/timetable/";;"Liam Resnekov";;;"https://www.facebook.com/VT1Martialarts/";"https://www.youtube.com/user/VT1GYM";"https://youtu.be/UCpJ6nD6xF0";;0;;"IBJJF";;"AU";6864
"Southern MMA";"https://www.southernmma.net/";" + 61 4 0271 2179";"355 Princes Hwy";"Woonona";"NSW";2517;;"Australia";"We are a fitness and martial arts gym. We specialize in Kickboxing, Boxing and Jiujitsu. We would love to have you in our community.";"https://static.wixstatic.com/media/3ef241_5fe9c24b396c4fd6823579ed93700c04~mv2.png/v1/crop/x_2,y_20,w_848,h_203/fill/w_582,h_140,al_c,q_85,usm_0.66_1.00_0.01/3ef241_5fe9c24b396c4fd6823579ed93700c04~mv2.webp";"https://www.southernmma.net/kids";"KINDER NINJAS (AGES 4 - 6) - Southern MMA Kinder Jiu-Jitsu class is a fun introduction to martial arts. The class focuses on strength, mobility and coordination for development. JUNIOR WARRIORS (AGES 7 - 10) - Southern MMAJunior Warriors Jiu-Jitsu class teaches the fundamentals of wrestling and Jiu-Jitsu. This Class has wrestling contact only, no striking. Perfect for rugby players or developing strength. YOUTH CHAMPIONS (AGES 11-14) - Southern MMA Youth Champions Jiu-Jitsu class teaches the fundamentals of Jiu-Jitsu. You will learn throws, holds and submissions for competition. It is also perfect as a supplement for rugby training.";;;"Kickboxing, Boxing";;"https://www.southernmma.net/timetable";;"David J. H. Brooksbank";;"kilky18@hotmail.com";"https://www.facebook.com/Southern.MMA/";"https://www.youtube.com/channel/UCq4x3uxME0agoW1aebKkFyw";"https://youtu.be/lY5NV_5JZko";;0;;"IBJJF";;"AU";7044
"LKJJ​ Burleigh Heads";"https://www.lkjjisnowhere.com/";;"60 Junction Road";"Burleigh Heads";"QLD";4220;;"Australia";"ANYONE CAN PRACTICE JIU-JITSU. Women, men, and even children as young as four years old can practice Jiu-Jitsu. Because it is an art that is designed for a smaller, weaker practitioner to subdue much larger and stronger opponents, virtually anyone of any size, age or sex can practice Jiu-Jitsu.";"https://static.wixstatic.com/media/7fb236_d2043f49b7484db1af489f431332d759~mv2.png/v1/fill/w_58,h_59,al_c,q_85,usm_0.66_1.00_0.01/LKJJLOGO.webp";;;;;;;;;"Coco Izy";;;;;;"Coco Izy - 2018 IBJJF PAN Gold, 2018 IBJJF Euro Silver, 2018 IBJJF World Silver, 2019 Abu Dhabi World Bronze";0;;"IBJJF";;"AU";7376
"Level 5 BJJ";"http://level5.com.au/";" + 61 4 5597 2255";"Morningside Scout Hall, Jean Howie Drive";"Brisbane";"QLD";4170;;"Australia";;"http://level5.com.au/wordpress/wp-content/uploads/2015/09/level5_logo.png";;;;;;;"http://level5.com.au/timetable/";;"David Allan MacDonald";;;"https://www.facebook.com/Level-5-BJJ-1452732391697165/";;;;0;;"IBJJF";;"AU";4591
"Sassom MMA";"https://sassom.com.au/";" + 61 7 3264 1317";"3/32-36 Hampton St";"East Brisbane";"QLD";4169;;"Australia";"SASSOM FITNESS & MMA is a modern gym with an old-school feel. We have a 24/7 Gym with Personal Training and Martial Arts we specialise in MMA – BJJ – Muay Thai. Our facility is purpose built so you get the most out of your training. ";"https://sassom.com.au/wp-content/themes/sassom/static/images/logo_mma.png";"https://sassom.com.au/classes/sassom-kids/";"At SASSOM Kids we teach self defence though the art of Brazilian Jiu Jitsu/BJJ . BJJ is a Martial Art that optimises the use of leverage, take downs, locks and holds too neutralise an opponent. BJJ is very effective against larger, stronger and heavier opponents. Which make BJJ the perfect Martial Art for self defence. SASSOM Kids focused on helping your child become bully proof while ensuring they do not become the bully. We do this by teaching them awareness, confidence, responsibility and finally the rules of engagement. If needed the kids that train at SASSOM will have the practical self defence skills to keep them safe. To ensure the kids learn in a safe and secure environment we separate them into 3-different groups. The age groups below are only a guide. We move the kids into the classes that will allow them to develop at their own pace.";;;"MMA, Muay Thai";;"https://sassom.com.au/timetable/";;"Marcus William Collings";"Free Trial Class";"admin@sassom.com.au";"https://www.facebook.com/sassommma/";"https://www.youtube.com/user/sassom19";"https://youtu.be/6z7LX7WIk3Y";;0;;"IBJJF";;"AU";7186
"Infinity Martial Arts Everton Park";"https://infinitymartialarts.com.au/";" + 61 4 2712 2688";"97 Flockton Street";"Everton Park";"QLD";4053;;"Australia";"Located at 97 Flockton St, Everton Park, our Everton Park academy specialises in Brazilian Jiu-jitsu, and is open 6 days a week. Offering a wide range of comprehensive self-defence classes for kids as young as two years of age all the way through to adults, Infinity offers an engaging and effective martial arts to all comers, regardless of previous experience or current ability. The academy also offers a focus on take downs and competition Brazilian Jiu-Jitsu (BJJ) for the more experienced athletes searching to up their game.";"https://infinitymartialarts.com.au/wp-content/themes/infinity/assets/images/logo.png";"https://infinitymartialarts.com.au/age-groups/junior-martial-arts-classes/";"Infinity offers a range of fun and interactive Junior Martial Arts classes for 2-15 year olds. All classes have been designed to make sure every child is challenged and given the chance to reach their full potential. With classes starting for children as young as 2, it allows kids to get a head-start on learning vital skills such as paying attention, listening and showing self-control. The classes focus on hand-eye coordination and gross motor skill development, which is extremely important in early learning. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavour to give every student 6 core lessons for life. All instructors at Infinity Martial Arts are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and socialization issues.";;;;;"https://infinitymartialarts.com.au/locations/everton-park/";;"Joshua Cooksley";"Free Trial Class";"evertonpark@infinitymartialarts.com.au";"https://www.facebook.com/InfinityEvertonPark/";;;;0;;"IBJJF";;"AU";
"Infinity Martial Arts Greenslopes";"https://infinitymartialarts.com.au/";" + 61 4 8178 1196";"10/360 Logan Road";"Greenslopes";"QLD";4120;;"Australia";"Infinity is renowned as one of the leading BJJ schools in Australia. Our Greenslopes martial arts academy offers a range of classes for children as young as 2 through to adults from Monday to Saturday. Our martial arts academy has a focus on Brazilian Jiu-Jitsu (BJJ) and also offers classes for fitness, MMA striking & sparring. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavor to give every student invaluable life lessons. Infinity instructors are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and social issues. The academy is located at 10/360 Logan Road, Greenslopes and services the local areas of Kangaroo Point, Dutton Park, Highgate Hill, Woolloongabba, Norman Park, Coorparoo, West End and the Brisbane CBD.";"https://infinitymartialarts.com.au/wp-content/themes/infinity/assets/images/logo.png";"https://infinitymartialarts.com.au/age-groups/junior-martial-arts-classes/";"Infinity offers a range of fun and interactive Junior Martial Arts classes for 2-15 year olds. All classes have been designed to make sure every child is challenged and given the chance to reach their full potential. With classes starting for children as young as 2, it allows kids to get a head-start on learning vital skills such as paying attention, listening and showing self-control. The classes focus on hand-eye coordination and gross motor skill development, which is extremely important in early learning. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavour to give every student 6 core lessons for life. All instructors at Infinity Martial Arts are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and socialization issues.";;;"Fitness, MMA Striking & Sparring";;"https://infinitymartialarts.com.au/locations/greenslopes/";;;"Free Trial Class";"greenslopes@infinitymartialarts.com.au";"https://www.facebook.com/InfinityGSlopes/";;;;0;;"IBJJF";;"AU";
"Infinity Martial Arts Ipswich";"https://infinitymartialarts.com.au/";" + 61 4 8178 1196";"N Station Rd";"Booval Ipswich";"QLD";4304;;"Australia";"Infinity Martial Arts is renowned as one of the leading BJJ schools in Australia. Our Ipswich martial arts academy offers a range of classes for children and adults from Monday to Saturday. Located on Level 2 of Booval Fair Shopping Centre, the Ipswich academy specialises in BJJ and MMA and services the surrounding areas such as Ipswich, Churchill, Flinders View and Eastern Heights. The head instructor for the Ipswich martial arts academy is Kieran Cronin.";"https://infinitymartialarts.com.au/wp-content/themes/infinity/assets/images/logo.png";"https://infinitymartialarts.com.au/age-groups/junior-martial-arts-classes/";"Infinity offers a range of fun and interactive Junior Martial Arts classes for 2-15 year olds. All classes have been designed to make sure every child is challenged and given the chance to reach their full potential. With classes starting for children as young as 2, it allows kids to get a head-start on learning vital skills such as paying attention, listening and showing self-control. The classes focus on hand-eye coordination and gross motor skill development, which is extremely important in early learning. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavour to give every student 6 core lessons for life. All instructors at Infinity Martial Arts are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and socialization issues.";;;"MMA";;"https://infinitymartialarts.com.au/locations/ipswich/";;"Kieran Cronin";"Free Trial Class";"info@infinitymartialarts.com.au";"https://www.facebook.com/IpswichMartialArts/";;;;0;;"IBJJF";;"AU";
"Infinity Martial Arts Kawana Waters";"https://infinitymartialarts.com.au/";" + 61 4 8178 1196";"10 Capital Place";"Birtinya";"QLD";4575;;"Australia";"Infinity is renowned as one of the leading BJJ & Mixed Martial Arts schools in Australia.";"https://infinitymartialarts.com.au/wp-content/themes/infinity/assets/images/logo.png";"https://infinitymartialarts.com.au/age-groups/junior-martial-arts-classes/";"Infinity offers a range of fun and interactive Junior Martial Arts classes for 2-15 year olds. All classes have been designed to make sure every child is challenged and given the chance to reach their full potential. With classes starting for children as young as 2, it allows kids to get a head-start on learning vital skills such as paying attention, listening and showing self-control. The classes focus on hand-eye coordination and gross motor skill development, which is extremely important in early learning. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavour to give every student 6 core lessons for life. All instructors at Infinity Martial Arts are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and socialization issues.";;;"Yoga, Judo";;"https://infinitymartialarts.com.au/locations/kawana-waters/";;"Paul Chapman";"Free Trial Class";"info@infinitymartialarts.com.au";"https://www.facebook.com/InfinityKawanaWaters/";;;;0;;"IBJJF";;"AU";3845
"Infinity Martial Arts Maroochydore";"https://infinitymartialarts.com.au/";" + 61 4 1753 4758";"1/28 Maud Street";"Maroochydore";"QLD";4558;;"Australia";"Infinity is renowned as one of the leading Brazilian Jiu-Jitsu & Mixed Martial Arts schools in Australia. Our Maroochydore martial arts academy is the newest club – open six days a week and is located at 28 Maud Street, Maroochydore. The Maroochydore martial arts academy offers kids and adults martial arts classes with a focus on BJJ and MMA. We specialise in Brazilian Jiu-Jitsu (BJJ) and service the local Alexandra Heads, Bli Bli, Maroochy, Pacific Paradise, Kuluin, Buderim and Maroochydore areas.";"https://infinitymartialarts.com.au/wp-content/themes/infinity/assets/images/logo.png";"https://infinitymartialarts.com.au/age-groups/junior-martial-arts-classes/";"Infinity offers a range of fun and interactive Junior Martial Arts classes for 2-15 year olds. All classes have been designed to make sure every child is challenged and given the chance to reach their full potential. With classes starting for children as young as 2, it allows kids to get a head-start on learning vital skills such as paying attention, listening and showing self-control. The classes focus on hand-eye coordination and gross motor skill development, which is extremely important in early learning. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavour to give every student 6 core lessons for life. All instructors at Infinity Martial Arts are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and socialization issues.";;;"MMA";;"https://infinitymartialarts.com.au/locations/maroochydore/";;"Shane Moore";"Free Trial Class";"maroochy@infinitymartialarts.com.au";"https://www.facebook.com/MaroochydoreMartialArtsBJJ/";;;;0;;"IBJJF";;"AU";
"Infinity Martial Arts Morayfield";"https://infinitymartialarts.com.au/";" + 61 4 2628 3877";"171 Morayfield Rd";"Morayfield";"QLD";4506;;"Australia";"Infinity Martial Arts is renowned as one of the leading BJJ & Mixed Martial Arts schools in Australia. Our Morayfield martial arts academy offers a range of classes for children as young as 2 through to adults from Monday to Saturday. Our martial arts academy has a focus on Brazilian Jiu-Jitsu (BJJ) and also offers classes for fitness, MMA striking & sparring, and Flexi-Learning classes for children with ASD or who are home schooled. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavor to give every student invaluable life lessons. Infinity instructors are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and social issues. The head instructor for the Morayfield academy is Phil Cassidy, a 12 year veteran of the Royal Australian Air-Force (RAAF). Phil has a martial arts background which extends back over 20 years, obtaining a Black Belt in Goju Kai Karate in 2001. Phil has also has experience in Mixed Martial Arts as a coach but is better known as a MMA Referee/Official with IMMAF and MMA Australasia. This sees him working at MMA fight nights and Cage Submission Grappling competitions in SE Queensland. He has been a part of Infinity Martial Arts since 2011 and has since become a Brazilian Jiu-Jitsu black belt.";"https://infinitymartialarts.com.au/wp-content/themes/infinity/assets/images/logo.png";"https://infinitymartialarts.com.au/age-groups/junior-martial-arts-classes/";"Infinity offers a range of fun and interactive Junior Martial Arts classes for 2-15 year olds. All classes have been designed to make sure every child is challenged and given the chance to reach their full potential. With classes starting for children as young as 2, it allows kids to get a head-start on learning vital skills such as paying attention, listening and showing self-control. The classes focus on hand-eye coordination and gross motor skill development, which is extremely important in early learning. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavour to give every student 6 core lessons for life. All instructors at Infinity Martial Arts are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and socialization issues.";;;"Fitness, MMA Striking & Sparring";;"https://infinitymartialarts.com.au/locations/morayfield-2/";;"Phil Cassidy";"Free Trial Class";"morayfield@infinitymartialarts.com.au";"https://www.facebook.com/InfinityMorayfield/";;;;0;;"IBJJF";;"AU";
"Infinity Martial Arts North Lakes";"https://infinitymartialarts.com.au/";" + 61 4 8178 1196";"27 Discovery Drive";"North Lakes";"QLD";4509;;"Australia";"Infinity is renowned as one of the leading Brazilian Jiu Jitsu & Mixed Martial Arts schools in Australia. Our North Lakes martial arts academy offers a range of classes for children and adults from Monday to Saturday. The academy is located on Discovery Drive and has a focus on Brazilian Jiu-Jitsu (BJJ) and Mixed Martial Arts (MMA). The head instructor of the North Lakes martial arts academy is BJJ black belt Kieran Cronin. This academy services the North Lakes, Deception Bay, Dakabin, Mango Hill and Rothwell areas.";"https://infinitymartialarts.com.au/wp-content/themes/infinity/assets/images/logo.png";"https://infinitymartialarts.com.au/age-groups/junior-martial-arts-classes/";"Infinity offers a range of fun and interactive Junior Martial Arts classes for 2-15 year olds. All classes have been designed to make sure every child is challenged and given the chance to reach their full potential. With classes starting for children as young as 2, it allows kids to get a head-start on learning vital skills such as paying attention, listening and showing self-control. The classes focus on hand-eye coordination and gross motor skill development, which is extremely important in early learning. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavour to give every student 6 core lessons for life. All instructors at Infinity Martial Arts are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and socialization issues.";;;"MMA";;"https://infinitymartialarts.com.au/locations/north-lakes/";;"Kieran Cronin";"Free Trial Class";"northlakes@infinitymartialarts.com.au";"https://www.facebook.com/InfinityMartialArtsNorthLakes/";;;;0;;"IBJJF";;"AU";
"Infinity Martial Arts Pine Rivers";"https://infinitymartialarts.com.au/";" + 61 4 3108 1072";"7 O’Loan Road";"Petrie";"QLD";4502;;"Australia";"Infinity Martial Arts Pine Rivers is the largest and first female owned and operated martial arts academy in Brisbane. This modern, family-friendly facility is located in Petrie and teaches classes for kids (aged 2 and up) and adults. Pine Rivers is open 6 days a week with multiple classes for kids and adults each day.";"https://infinitymartialarts.com.au/wp-content/themes/infinity/assets/images/logo.png";"https://infinitymartialarts.com.au/age-groups/junior-martial-arts-classes/";"Infinity offers a range of fun and interactive Junior Martial Arts classes for 2-15 year olds. All classes have been designed to make sure every child is challenged and given the chance to reach their full potential. With classes starting for children as young as 2, it allows kids to get a head-start on learning vital skills such as paying attention, listening and showing self-control. The classes focus on hand-eye coordination and gross motor skill development, which is extremely important in early learning. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavour to give every student 6 core lessons for life. All instructors at Infinity Martial Arts are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and socialization issues.";;;"MMA, Kickboxing, Boxing, Yoga, Pilates";;"https://infinitymartialarts.com.au/locations/pine-rivers/";;"Tuava Uri-Ke";"Free Trial Class";"pinerivers@infinitymartialarts.com.au";"https://www.facebook.com/Infinity-Martial-Arts-Pine-Rivers-100815221529649/";;;;0;;"IBJJF";;"AU";
"Infinity Martial Arts Sandgate";"https://infinitymartialarts.com.au/";" + 61 4 2306 2278";"43 Brighton Road";"Sandgate";"QLD";4017;;"Australia";"Infinity is renowned as one of the leading BJJ schools in Australia. Our Sandgate martial arts academy is open six days a week and is located at 43 Brighton Road, Sandgate. We offer kids and adults martial arts classes with a focus on Brazilian Jiu-Jitsu, Boxing, Kickboxing, Wrestling and Fitness. Our academy services local areas including Sandgate, Deagon, Brighton, Bracken Ridge, Shorncliffe, Taigum, Bald Hills, and Boondall as well as surrounding suburbs. Our academy also provides various strength, conditioning and fitness classes that will allow you to further your development on the mats.";"https://infinitymartialarts.com.au/wp-content/themes/infinity/assets/images/logo.png";"https://infinitymartialarts.com.au/age-groups/junior-martial-arts-classes/";"Infinity offers a range of fun and interactive Junior Martial Arts classes for 2-15 year olds. All classes have been designed to make sure every child is challenged and given the chance to reach their full potential. With classes starting for children as young as 2, it allows kids to get a head-start on learning vital skills such as paying attention, listening and showing self-control. The classes focus on hand-eye coordination and gross motor skill development, which is extremely important in early learning. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavour to give every student 6 core lessons for life. All instructors at Infinity Martial Arts are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and socialization issues.";;;"Boxing, Kickboxing, Wrestling, Fitness";;"https://infinitymartialarts.com.au/locations/sandgate/";;"Robbie Paraha";"Free Trial Class";"robbie@infinitymartialarts.com.au";"https://www.facebook.com/InfinitySandgate/";"https://www.youtube.com/channel/UCjXWAP13hqpK-JiHzBX9yDQ/";"https://youtu.be/ODpL19d1wGk";;0;;"IBJJF";;"AU";
"Infinity Martial Arts Springfield";"https://infinitymartialarts.com.au/";" + 61 4 9004 9319";"26 Commercial Drive";"Springfield";"QLD";4300;;"Australia";"Our Springfield martial arts academy offers a range of classes for children and adults that are run from Monday to Saturday. The academy is located on Commercial Dr in Springfield and specialises in Brazilian Jiu-Jitsu (BJJ) and Mixed Martial Arts (MMA). The club is ideally situated to service the suburbs of Brookwater, Redbank Plains, Camira, Bellbird Park, Springfield Lakes, Carole Park, Augustine Heights and Greenbank. The head instructor for the Springfield martial arts academy is Tyrone Coppedge, who is a black belt with an impressive competition record, winning golds at QLD state and Pan-Pacific Championships.";"https://infinitymartialarts.com.au/wp-content/themes/infinity/assets/images/logo.png";"https://infinitymartialarts.com.au/age-groups/junior-martial-arts-classes/";"Infinity offers a range of fun and interactive Junior Martial Arts classes for 2-15 year olds. All classes have been designed to make sure every child is challenged and given the chance to reach their full potential. With classes starting for children as young as 2, it allows kids to get a head-start on learning vital skills such as paying attention, listening and showing self-control. The classes focus on hand-eye coordination and gross motor skill development, which is extremely important in early learning. Infinity’s programs not only teach children healthy and active habits from a young age, but also endeavour to give every student 6 core lessons for life. All instructors at Infinity Martial Arts are full-time professionals that take pride in teaching quality, child-friendly martial arts that will help tackle self-confidence, bullying and socialization issues.";;;"MMA";;"https://infinitymartialarts.com.au/locations/springfield/";;"Tyrone Coppedge";"Free Trial Class";"springfield@infinitymartialarts.com.au";"https://www.facebook.com/InfinitySpringfieldMA";"https://www.youtube.com/channel/UCgvuy-PreQlguBDtsZSnSAQ";"https://youtu.be/FEqmJacbj-8";;0;;"IBJJF";;"AU";
"One Purpose BJJ";"https://www.onepbjj.com/";" + 61 4 5013 7031";"6/18 Chrome Street";"Salisbury";"QLD";4107;;"Australia";"We are a Brazilian Jiu-Jitsu Academy with passion for developing people and guiding them to realise their own potential. Come and train with our team, you will feel like part of the family as soon as you walk inside the doors. ";;"https://www.onepbjj.com/kids-4-6-years";"Kids at a young age have a very literal understanding of most things. This is why our program is developed to teach them in a simple, directive and fun way.";;;;;"https://www.onepbjj.com/schedule";;"Roberto Dib Frias";;"info@onepbjj.com";"https://www.facebook.com/onepbjj";"https://www.youtube.com/channel/UC6oxTkyjj76QTMAXxiXDqCQ";"https://youtu.be/C__FHU1Ysxg";;0;;"IBJJF";;"AU";6961
"Arte Suave Brazilian Jiu Jitsu";"https://artesuave.com.au/";" + 61 4 1619 0288";"28 Wellington Road";"Woolloongabba";"QLD";4102;;"Australia";"Arte Suave, meaning “the gentle art” in Portuguese, in Woolloongabba, Brisbane Qld, was created in October 2014, with the primary objective of providing a holistic combination of fitness, health and mindfulness to the practice of the martial art Brazilian Jiu Jitsu. Our philosophy is to provide you with all the tools necessary to enhance your growth as an individual and martial artist. Here you will find: Fitness, friendship, your team, confidence, fun, discipline, self-defense and much more…";"https://i2.wp.com/artesuave.com.au/wp-content/uploads/2018/04/AS-BJJ_HORZ_Logo-CMYK-copyAsS.jpg?fit=517%2C76&ssl=1";;;;;"Judo, Yoga";;"https://artesuave.com.au/about/timetable/";;"Anker Fuglsang";"3 Free Class Pass";;"https://www.facebook.com/ArteSuave2014/";"https://www.youtube.com/channel/UCV34aiCOHwdnOquczyrhAHg";"https://youtu.be/8lGE_jEqZqw";;0;;"IBJJF";;"AU";5156
"G13 BJJ Adelaide";"https://g13bjjadelaide.com.au/";" + 61 4 1063 5925";"133 Long St";"Queenstown";"SA";5014;;"Australia";"At G13, we have a philosophy that is focused on teaching authentic Brazilian Jiu-jitsu. Our academy is built on a strong foundation of respect, for both our members and the art of Brazilian Jiu-jitsu.";"http://g13bjjadelaide.com.au/wp-content/uploads/2017/01/Screen-Shot-2017-01-17-at-9.30.07-am.png";;;;;;"Membership: Annual $50; Training Fees: Per Month $100, Casual Lesson: $20, 12 months upfront: $1000";"https://g13bjjadelaide.com.au/#classes";;"Fabricio Menna";;"mennaster@gmail.com";"https://www.facebook.com/G13BJJADELAIDE/";;;;0;;"IBJJF";;"AU";6491
"Saber Brazilian Jiu-Jitsu";"https://www.saberbjj.com/";" + 61 4 2323 8101";"10 Scott Street";"Bellerive";"TAS";7018;;"Australia";"SABER Brazilian Jiu-jitsu Team train out of The Clarence PCYC, located at 10 Scott Street, Bellerive, Tas, Australia. Whether it be for competition, for health and well being, for confidence, or just for fun, SBJJ is focussed on helping individuals achieve their specific Jiu-Jitsu goals. SBJJ is lead by head coach Paul Sayers, who commenced his BJJ training in 2000 and currently holds the rank of Black Belt 2nd degree (IBJJF certified). SBJJ offer classes for kids, and various classes for adults, which cater for all levels of fitness, skill, and experience.   All visitors are welcome. The first week of classes are free, so come along, give it try, no obligations.";"https://static.wixstatic.com/media/9dd559_41502d1bb7b04abbadc50b51935d70d4~mv2_d_4989_4994_s_4_2.png/v1/fill/w_433,h_434,al_c,q_85,usm_0.66_1.00_0.01/SBJJT-Tshirt%20BACK%20print.webp";;;;;;;"https://www.saberbjj.com/copy-of-information";;"Paul Sayers";"The first week of classes are free";"SaberBJJ@gmail.com";"https://www.facebook.com/SaberBJJ/";"https://www.youtube.com/channel/UCo3xT3ilNROlvo75gha5z1A";"https://youtu.be/XCRclcP9NWg";;0;;"IBJJF";;"AU";6724
