"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations";"id";"FederationAbbr";"team";"CountryAbbr";"source ID"
"Arena JJ";"https://www.academiaarena.com.br/";" + 55 41 3263-4277";"BR-116, 7500 - Tarumã";"Curitiba";"PR";"82520-560";;"Brasil";"O Jiu-Jitsu é arte marcial voltada para a defesa pessoal e ataque. Sendo de raiz indiana, teve seu desenvolvimento no Japão e sua evolução no Brasil, utilizando essencialmente golpes de alavancas, torções e pressões para dominar o oponente em lutas predominantemente de solo. O Jiu-Jitsu Arena foi o primeiro do sul do país, com sua introdução pelo mestre Evanri Gurgel Jr.";;"https://www.academiaarena.com.br/#kids";"As aulas de artes marciais para crianças tem por objetivo melhorar a concentração, proporcionar auto-estima, disciplina e saúde com total segurança. Muito mais do que apenas golpes e posições marciais, a disciplina e excelência exigidos pelos nossos instrutores muitas vezes reflete positivamente no comportamento da criança em casa e na escola.";;;;;"https://www.academiaarena.com.br/#gal2";;"Evanri Gurgel Nascimento Moura Junior";;"contato@academiaarena.com.br";"https://www.facebook.com/ArenaCuritiba";"https://www.youtube.com/channel/UCmZQEJwrfgldkCkSJxUrYSQ";"https://youtu.be/cRGOR1M2m_c";;0;;"CBJJ";;"BR";49
"Carlson Gracie Batel";;;"Rua Rodrigues Alves, 65 - Seminário";"Curitiba";"PR";"80240-460";;"Brasil";;;;;;;;;;;"Gustavo Nery Feres";;;;;;;0;;"CBJJ";;"BR";7478
"Carlson Gracie Curitiba";;" + 55 41 9995-2501";"Rua Augusto Stresser, 420 - Juvevê";"Curitiba";"PR";"80040-310";;"Brasil";;;;;;;;;;;"Roger Bento Holz";;;"https://www.facebook.com/carlsongraciejiujitsuteam/";;;;0;;"CBJJ";;"BR";4079
"Carlson Gracie Curitiba Oficial";;" + 55 41 99679-9109";"Rua Joaquim da Silva Sampaio, 183, Mercês";"Curitiba";"PR";"80710-630";;"Brasil";"Venha fazer parte dessa familia! Aprenda ""Arte Suave"", você vai se apaixonar por esse esporte, aulas todos os dias em diversos horários, venha fazer parte dessa Família, OSSs";;;;;;;;;;"Rogério Camargo Leite";;;"https://www.facebook.com/CT-Rog%C3%A9rioleitebjjCarlson-Gracie-Curitiba-407007022688669/";"https://www.youtube.com/user/rlpersonal10";"https://youtu.be/1z2CxeMMGqk";;0;;"CBJJ";;"BR";7617
"CheckMat/Equipe 1";"https://jiujitsucuritiba.com/";" + 55 41 3343-2520";"Rua Santa Catarina, 33 - Agua Verde";"Curitiba";"PR";"80620-100";;"Brasil";"A Equipe 1 é uma academia especializada em aulas de jiu jitsu, muay thai, boxe e submission em Curitiba. Faça parte de uma das maiores equipes do mundo, a Checkmat! Com 13 anos de experiência, nossa academia forma vários campeões brasileiros e até mundiais em artes marciais. Oferecemos aulas para o público masculino, feminino e infantil, a partir dos 4 anos de idade. Com professores reconhecidos pela CBJJ e IBJJF, amplo tatame para as aulas e variedade de treinos, somos capazes de atender nossos alunos, independente de quais forem seus objetivos. Se você quer uma atividade física que seja dinâmica e fora das tradicionais academias de musculação, as artes marciais melhoram seu condicionamento físico e te ajudam a manter a forma e uma vida saudável. Se o seu objetivo é aprender um método de defesa pessoal e tem vontade de praticar uma modalidade de luta, aqui trabalhamos desde o nível inicial ao mais elevado. E logo você vai saber como se proteger e se comportar em situações de perigo. Ou também para os atletas, que procuram se profissionalizar e desenvolver suas técnicas, nossos professores podem te auxiliar em seu processo de evolução e desenvolvimento, te orientando nas competições e acompanhando suas conquistas. Faça uma aula experimental e sinta você mesmo os benefícios das artes marciais!";"https://jiujitsucuritiba.com/wp-content/uploads/2018/10/logo.png";;;;;"Muay Thai, Boxing";;;"Mon-Fri: 7:00am-12:00am, Sat: 10:00am-6:00pm";"Sebastian Augusto Lalli";;"leticialalli@gmail.com";"https://www.facebook.com/equipe1checkmat/";;;;0;;"CBJJ";;"BR";998
"Clube Curitibano";"https://www.clubecuritibano.com.br/";" + 55 41 3014-1919";"Av. Getúlio Vargas 2857, Água Verde";"Curitiba";"PR";"80240-040";;"Brasil";"Uma das maiores e mais tradicionais agremiações da América Latina. Compromisso com esporte, cultura, social e filantropia. Clube Curitibano, o melhor momento do seu dia! A história do Clube Curitibano faz parte de um importante capítulo da história da própria cidade de Curitiba.";;;;;;;;;"Mon-Fri: 6:00am-11:00pm, Sat: 7:00am-6:00pm; Sun and Holidays: 7:00am-6:00pm";"Rodrigo Fajardo";;"redacao@clubecuritibano.com.br";"https://www.facebook.com/ClubeCuritibano/";"https://www.youtube.com/user/ClubeCuritibano";"https://youtu.be/MjdtDOXWnG4";;0;;"CBJJ";;"BR";254
"Galeto Brothers BJJ";;" + 55 41 99289-8952";"Av. Presidente Wenceslau Braz, 2453 - Lindoia";"Curitiba";"PR";"81010-000";;"Brasil";"A Galeto Brothers BJJ é uma das equipes mais tradicionais de Curitiba , deu origem a partir dos irmãos Wagner Campos ""Galeto"" e William Campos ""Galetinho"" , o objetivo da equipe é levar o Jiu Jitsu a todos, homens , mulheres e crianças , desde o atleta competidor até o aluno que quer entrar no estilo de vida do esporte . Liderada por Wagner Campos ""Galeto"" faixa preta 3º grau com vários títulos no Jiu Jitsu e veterano atleta de MMA.";;;;;;;;;;"Wagner Mendes Campos";;;"https://www.facebook.com/GaletoBrothers/";"https://www.youtube.com/user/GaletoBrothersBJJMMA";"https://youtu.be/yboLH3-xdaM";;0;;"CBJJ";;"BR";3427
"Gile Ribeiro BJJ";;;"Rua Dr. Faivre n: 832, Centro";"Curitiba";"PR";"80060-140";;"Brasil";;;;;;;;;;;"Gilliano Antônio Ribeiro";;;;;;;0;;"CBJJ";;"BR";2014
"Gracie Barra Curitiba";"https://graciebarracuritiba.com.br/";" + 55 41 3252-2838";"Rua México, 1053 - Bacacheri";"Curitiba";"PR";"82590-300";;"Brasil";"Em uma vida dedicada ao crescimento e desenvolvimento do Jiu-Jitsu e da Gracie Barra, o Mestre Carlos Gracie Jr. sempre orientou seus esforços e ações baseado em princípios e valores. Entre os valores mais presentes em tudo que o Mestre Carlinhos construiu destacaram-se irmandade, expansão e integridade. Dito de forma simples por ele mesmo: “Minha vida é dedicada ao Jiu-Jitsu. Meu objetivo sempre foi construir uma irmandade para liderar a expansão do Jiu-Jitsu, respeitando sempre a essência da nossa arte. Meus alunos são uma extensão da minha família. Eu quero que cada um dos meus alunos desenvolva o seu potencial como ser humano, ajudando na expansão do Jiu-Jitsu. Devemos fazer isso honrando as tradições e os esforços daqueles que vieram antes de nós.”- Carlos Gracie Jr. Os valores e princípios que constroem filosofia pessoal do Mestre Carlos Gracie Jr. definiram em grande parte a cultura da Gracie Barra.";"https://graciebarracuritiba.com.br/wp-content/uploads/2019/03/Logo-Gracie-Jiu-Jitsu-Icon.png";;"Para atingir excelência em qualquer empreitada, o indivíduo precisa ter um forte conjunto de valores e um caráter sólido que lhe conceda a perseverança necessária para buscar os seus objetivos. O Programa Campeões do Futuro da Gracie Barra foi criado para proporcionar às crianças idades na faixa etária dos 3 aos 15 anos um ambiente que lhes permita experimentar e compreender valores essenciais como foco, disciplina, persistência, cooperação e respeito. Como um esporte de contato, o Jiu-Jitsu brasileiro oferece um ambiente desafiador, porém seguro que permite a criança amadurecer para se tornar um campeão da vida. A prática do Jiu-Jitsu infantil vai muito além das conquistas do tatame. A disciplina e excelência exigidos pelos nossos instrutores muitas vezes reflete positivamente no comportamento da criança em casa e na escola. Pequenos Campeões I (3-6 anos); Pequenos Campeões II (7-9 anos); Juniors e Adolescentes (10-14 anos).";;"10 BENEFÍCIOS DO JIU-JITSU PARA MULHERES 1. Defesa Pessoal. A prática do Jiu Jitsu serve para a defesa pessoal do indivíduo, numa situação de risco. 2. Conquista Individual. O Jiu Jitsu melhora sua auto-compreenção, aumenta a auto-estima, autoconfiança e desenvolve o caráter. 3. Desenvolvimento Corporal. Como existe muita movimentação, pode ocorrer a definição do corpo como: braços, abdômen e quadril. 4. Metabolismo. Durante a prática do Jiu Jitsu existe a aceleração do metabolismo e aumento da resistência do organismo. 5. Condicionamento Físico. Por ser um esporte de explosão, existe a melhora na capacidade cardiovascular e respiratória. 6. Sociabilização. O contato físico faz com que tímidos fiquem desinibidos e agitados e ansiosos, fiquem mais calmos. 7. Flexibilidade. A movimentação realizada durante a prática do jiu jitsu, melhora e aumenta a flexibilidade. 8. Coordenação Motora. Aumenta a capacidade do indivíduo de usar de forma mais eficiente os músculos do corpo. 9. Reflexos. Estimula o sistema nervoso na criação de estratégias, aumentando os reflexos dentro e fora do tatame. 10. Controle Emocional. A liberação da endorfina que se dá durante e depois, ajuda no controle emocional, mantendo o bem estar.";;;;"Mon-Thurs: 7:00am-10:00pm, Fri: 7:00am-8:30pm, Sat: 10:00am-12:00pm";"Rodrigo Fajardo";;"curitibagraciebarra@gmail.com";"https://www.facebook.com/GracieBarraCuritiba/";"https://www.youtube.com/channel/UCfkfZVG00X9ItxBvQIwZKUg";"https://youtu.be/vSuV76MiLSw";;0;;"CBJJ";;"BR";517
"Holy Vision Ágape";;" + 55 41 99928-1241";"Rua Padre Dehon, Bairro: Hauer";"Curitiba";"PR";"81670-100";;"Brasil";"Trabalhamos sem nenhum retorno financeiro, os alunos são selecionados e recrutados para a instituição HOLY VISION; Orientação a criança e ao adolescente na prevenção quanto ao uso de drogas; Ajudar na recuperação e reabilitação de jovens com dependências químicas; Reeducação familiar ao que se refere a dependência química; Melhorar o trabalho Dentro da Instituição no que diz respeito ao trabalho e treinamento de lideres para o mercado de trabalho, com palestras de voluntários; Temos a proposta de começar a trabalhar na preparação dos jovens para o primeiro emprego, menores aprendizes, isso é realizado com palestras e reuniões voltadas para comportamento e postura profissional do mercado de trabalho";;;;;;;;;;"Francisco Albuquerque Gonçalves Junior";;"jpconsultoria.jeff@hotmail.com";"https://www.facebook.com/projetosocialhv/";;;;0;;"CBJJ";;"BR";6602
"Louva a Deus BJJ";;;"Rua Itapejara do Oeste n: 49, Alto Boqueirão";"Curitiba";"PR";"81770-380";;"Brasil";;;;;;;;;;;"Gildo Vitório da Silva";;;;;;;0;;"CBJJ";;"BR";7481
"Schubert Jiu-Jitsu";"https://www.schubertbjj.com/";" + 55 41 9950-5026";"Rua Professor Leonardo Cobbe, 2 - Barreirinha ";"Curitiba";"PR";"82220-050";;"Brasil";"As Escolas Schubert  Jiu-Jitsu estão presentes em varios Estados e no exterior, e mantém vivo o legado do verdadeiro Jiu-Jitsu Brasileiro fundado pelos Mestres Carlos Gracie e Hélio Gracie na década de 20 do século passado. O Gracie Jiu-Jitsu como também é conhecido provou ser a forma mais efetiva de defesa pessoal já desenvolvida.";;;;"https://www.schubertbjj.com/programas/8";;;;;;"Marcos Roberto Schubert";;;"https://www.facebook.com/schubertjiujitsucuritiba/";"https://www.youtube.com/user/graciepr";"https://youtu.be/49BLmRFFtqY";;0;;"CBJJ";;"BR";2706
"Taurino Brotherhood BJJ School";;;"Rua Francisco Raitani n: 6369, Capão Raso";"Curitiba";"PR";"81110-070";;"Brasil";;;;;;;;;;;"Willians Taurino Moreira";;;;;;;0;;"CBJJ";;"BR";5613
"Team Monge";;;"Rua Octacyr Reinando Mion 164, Xaxim";"Curitiba";"PR";"81710-050";;"Brasil";;;;;;;;;;;"Luciano Morais";;;;;;;0;;"CBJJ";;"BR";5123
"ARTSU BJJ";"https://artsubjj.com/";" + 55 41 99727-5365 ";"Av. Paraguai, 383 - Naçoes";"Fazenda Rio Grande";"PR";"83823-084";;"Brasil";"A missão da Escola é, primeiramente, honrar a Deus. Realizar sempre o melhor trabalho e desenvolver as habilidades e técnicas dos alunos, a fim de promover o bem estar físico, mental e espiritual. Por fim, orienta-los na busca de seus objetivos e na realização de seus sonhos. A Escola foi fundada no ano de 2018, pelo Mestre Júlio Cezar Diedzits, que iniciou a prática da arte marcial no ano de 2001, na equipe Gile Ribeiro. Durante a trajetória, pegou a faixa preta no 2º semestre do ano de 2010. Desde a mocidade já havia um sonho implantado em seu coração na criação da escola ARTSU. Assim, no final de 2018 viu a possibilidade de concretizar esse sonho e deu início a sua realização. Atualmente, a Escola encontra-se sediada na Comarca de Fazenda Rio Grande, no bairro Nações, com grandes projetos a serem executados durante este ano de 2020.";;;;;;;;;"Mon-Fri: 6:00am-10:00pm";"Julio Cesar Diedzits";;"contato@artubjj.com";"https://www.facebook.com/artsubjj/";;;;0;;"CBJJ";;"BR";6571
"Davi Augusto BJJ";;;"Rua Canindé n: 373, Comercio Bairro: Morumbi";"Foz do Iguaçu";"PR";;;"Brasil";;;;;;;;;;;"Davi Augusto dos Santos";;;;;;;0;;"CBJJ";;"BR";6533
"Equipe Rossoni";;" + 55 42 3626-2841";"R: Bernardo José Lacerda 534, Santa Cruz";"Guarapuava";"PR";"85015-400";;"Brasil";;;;;;;"Karate, Muay Thai, Self Defense";;;;"Cristiano Francisco Rossoni";;"crisrossoni5@hotmail.com";"https://www.facebook.com/Equipe-Rossoni-250734904962655/";"https://www.youtube.com/user/Crisjiujitsu29";"https://youtu.be/jVqkSuULVEA";;0;;"CBJJ";;"BR";4076
"JK Jiu-Jitsu";;" + 55 41 99998-3335";"Av. Mafra 453 Sobrado, Picorras";"Guaratuba";"PR";"83280-000";;"Brasil";"Academia JK Jiu-Jitsu registro CBJJ e IBJJF n° 5025, Professor Jefferson Allan Batista Diplomado pela CBJJ e IBJJF n° 172498. Dedicação e vontade é o que faz de você um campeão.";;;;;;;;;;"Jefferson Allan Batista";;"jeffekeko@hotmail.com";"https://www.facebook.com/JKJiuJitsu/";;;;0;;"CBJJ, IBJJF";;"BR";5025
"Armis Training Center";;" + 55 43 3354-9931";"Av. Higienópolis, 2669";"Londrina";"PR";"86050-330";;"Brasil";;;;;;;;;;;"Daniel Macedo Reis";;"armislondrina@hotmail.com";"https://www.facebook.com/armistrainingcenter/";;;;0;;"CBJJ";;"BR";5064
"Edegar Kimura Jiu-Jitsu";;" + 55 43 99955-4903";"R. Mossoró, 261 - Centro";"Londrina";"PR";"86020-290";;"Brasil";;;;;;;;;;;"Edegar Akio Kimura";;"edegarkimurajudo@hotmail.com";"https://www.facebook.com/Edegar-Kimura-Jiu-Jitsu-1430740383859777/";;;;0;;"CBJJ";;"BR";5621
"HJJT - Horse Jiu-Jitsu Team";"http://hjjt.com.br/";;"Rua Maria Quiteria 318 , Jd. Brasilia";"Londrina";"PR";"86039-540";;"Brasil";"Representa a tradição da arte suave. Pioneira em Londrina, a HJJT valoriza princípios, como a pureza técnica e a disciplina.";"http://hjjt.com.br/assets/imagens/logo-topo.png";;;;;;;"http://hjjt.com.br/horarios.html";;"Paulo Henrique Guimarães Rett";;"horsejj@hotmail.com";"https://www.facebook.com/equipehjjt/";;"https://youtu.be/24V6j0bUGRU";;0;;"CBJJ";;"BR";2028
"Pato Jiu-Jitsu Team";;" + 55 43 3323-3091";"Avenida Higienópolis, 1403";"Londrina";"PR";"86050-020";;"Brasil";;;;;;;;;;;"Marcelo Donald Pereira";;;"https://www.facebook.com/patojjt/";;;;0;;"CBJJ";;"BR";6466
"Selvagem Jiu-Jitsu";;" + 55 43 3361-8151";"Av. Tiradentes, 280 - 1º andar - sala 02";"Londrina";"PR";"86025-000";;"Brasil";"Dojô Selvagem jiu-jitsu team é um centro esportivo de artes marciais focado em treinos especificos para diferentes tipos de praticantes.";;;;;;;;;;"Luciano Barreto Vieira dos Santos";;"dojoselvagem@gmail.com";"https://www.facebook.com/selvagemjiujitsuteam/";"https://www.youtube.com/channel/UCADJxxnfg7vasA2Oydfv6cw";"https://youtu.be/7loQkMmdIoc";;0;;"CBJJ";;"BR";5651
"Aprove Jiu-Jitsu Team";;" + 55 45 99819-2134";"Rua Pará n: 389, Bairro: Espigão";"Marechal Candido Rondon";"PR";"85960-000";;"Brasil";;;;;;;;;;;"Angelo Antonio Fonte dos Reis";;;"https://www.facebook.com/Aprove-276000572574590/";;;;0;;"CBJJ";;"BR";7362
"Clube Feijão de Jiu-Jitsu";"http://clubefeijao.com.br/";" + 55 44 3346-3497";"Rua Saldanha Marinho n: 623, Zona 07";"Maringá";"PR";"87030-070";;"Brasil";"Equipe clube ""Feijão"" foi criada em 2005, pelo professor Rodrigo Garcia ""Feijão"" com intuito de desenvolver e evoluir atletas de JIU JITSU competitivo e também mostrar que um trabalho com pilares na educação, respeito e muita disciplina pode levar qualquer pessoa ao um nível de vida melhor e estilo saudável. Ao passar dos ano vimos que esse trabalho foi criando uma proporção muito grande e decidimos a ter o próprio espaço para poder dar uma melhor assistência para todos, pois agora podemos oferecer para os não competidores a mesma qualidade de tratamento e disciplina, vendo assim a nova possibilidade de trabalho levar uma boa qualidade de saúde através do JIU JITSU.";"http://clubefeijao.com.br/wp-content/uploads/2018/12/medida-logo2.png";"http://clubefeijao.com.br/jiu-jitsu/";"Jiu Jitsu desenvolve muito o raciocínio e equilíbrio mental , assim trabalhando a parte cognitiva e mental da criança e ajudando na formação da personalidade. Jiu Jitsu infantil tem uma formal lúdica de ensinar sem comprometer o desenvolvimento motor e trabalhando todas as habilidades motoras. 3 grandes pilares do Jiu Jitsu Kids na academia CFBJJ: Antibullying; Referências (vida saudável e pessoas determinadas); Sociabilização ";;;;;"http://clubefeijao.com.br/jiu-jitsu/";;"Rodrigo Antonio Garcia da Silva";;"clubefeijaojiujitsu@gmail.com";"https://www.facebook.com/clubefeijaojj/";;;;0;;"CBJJ";;"BR";2001
"Dennis Jiu-Jitsu Club";"https://dennislimabjj.com/";;"Av. Rio Branco n: 155, Zona 4";"Maringá";"PR";"87015-380";;"Brasil";"Created in 2003 by professor and athlete Edenilson Roberto Siqueira de Lima, the team Dennis Jiu-Jitsu Club “DJJC” (affiliated to Lead BJJ) is responsible for the production of big names in national and international Jiu-Jitsu and is considered a reference in southern Brazil for its competitive focus without leaving a side the part of the sport that appeals to people who want to practice to maintain good health. The team is headquartered in the city of Maringa, PR with branches spread throughout the state. Now the team has 26 black belts formed by Professor Lima.";"https://dennislimabjj.files.wordpress.com/2020/10/foto-pagina-dennis-jj-2.jpg";;;;;;;;;"Edenilson Roberto Siqueira de Lima";;"edenilsonbjj@gmail.com";"https://www.facebook.com/Dennis-Jiu-Jitsu-Club-1538222752943210/";"https://www.youtube.com/channel/UCbWJ5cxkl-6uNSrnyEH5YSA";"https://youtu.be/ZcJ9kGMVPg8";;0;;"CBJJ";;"BR";4020
"Passos Brazilian Jiu-Jitsu";;" + 55 41 9128-0867";"Rua Baronesa do Cerro Azul 747, João Gualberto";"Paranaguá";"PR";"83206-225";;"Brasil";"A academia Passos Jiu-Jitsu é uma academia completa de artes marciais. Nela praticamos Jiu-Jitsu, Muay-Thai, Boxe e M.M.A. .";;;;;;"Muay Thai, Boxing, MMA";;;;"Jaci Ricardo Leal Passos";;"jaci.ricardo@uol.com.br";"https://www.facebook.com/passosbjj/";;;;0;;"CBJJ";;"BR";4012
"Capy Brazil Team";;;"Rua Enfermeira Adelaide Pareta, 352, Vila Deize - Uvaranas";"Ponta Grossa";"PR";;;"Brasil";;;;;;;;;;;"Carlos Pylypiec";;;;;;;0;;"CBJJ";;"BR";5327
"Gile Ribeiro Portal de São José";;" + 55 41 99937-5445";"Rua Harry Feeken n: 218, Bairro: Boneco do Iguaçu";"São José dos Pinhais";"PR";"83040-000";;"Brasil";;;;;;;"Muay Thai";;;;"Celso Pereira Junior";;"jrbarjiu@hotmail.com";"https://www.facebook.com/ctgrportal/";;;;0;;"CBJJ";;"BR";7173
"Alex Barreto Team";;;"Av. Prefeito Nelson Melo n: 1260, Centro";"Propriá";"SE";"49900-000";;"Brasil";;;;;;;;;;;"Alex Gomes Barreto";;;;;;;0;;"CBJJ";;"BR";7104
"Carlson Gracie Angra dos Reis";;" + 55 24 99883-5731";"Rua João Bruno n: 195, Bairro: Frade";"Angra dos Reis";"RJ";"23946-045";;"Brasil";;;;;;;;;;;"Marcio Livio Andrade Abraçado";;"marciolivioabracado@gmail.com";;;;;0;;"CBJJ";;"BR";7272
"DPT Jiu-Jitsu";;;"Rua Japoranga 1 Loja 8";"Angra dos Reis";"RJ";"23934-055";;"Brasil";;;;;;;;;;;"Denilson de Carvalho Pimenta";;;;;;;0;;"CBJJ";;"BR";7685
"Junior Santos Geribá BJJ";;;"Rua Vieira Camara - LT 11 QD: C A 15 - Condominio, Ferradurinha";"Armação dos Buzios";"RJ";;;"Brasil";;;;;;;;;;;"Simonides Manoel dos Santos Júnior";;;;;;;0;;"CBJJ";;"BR";5719
"Gracie Barra Parque Olímpico";"https://gbparqueolimpico.com.br/";" + 55 21 97163-2292";"Av. Embaixador Abelardo Bueno, 3500, Loja 201";"Rio de Janeiro";"RJ";"22775-040";;"Brasil";"A Gracie Barra Parque Olímpico é uma escola Premium de Jiu-Jitsu. Oferecemos programas que atende a todas as pessoas independente do seu nível de condicionamento físico ou conhecimento da arte suave. A GB Parque Olímpico surgiu da ideia de seus sócios. Sergio e Kleber resolveram abrir a escola devido a longa relação de aluno e professor que construíram durante anos. Essa experiência durante as aulas levou a ambos acreditarem nos princípios e valores que o Mestre Carlos Gracie Jr. construiu se baseando na irmandade, expansão e integridade.";"https://gbparqueolimpico.com.br/wp-content/uploads/2017/08/logo-e1603136034154.png";"https://gbparqueolimpico.com.br/gb-kids/";"O que é preciso para ser um campeão? Pode uma arte marcial apoiar os ensinamentos dos pais? Para atingir excelência em qualquer empreitada, o indivíduo precisa ter um forte conjunto de valores e um caráter sólido que lhe conceda a perserverança necessaria para buscar os seus objetivos. O Programa Campeões do Futuro da Gracie Barra foi criado para proporcionar às crianças idades na faixa etária dos 3 aos 15 anos um ambiente que lhes permita experimentar e compreender valores essenciais como foco, disciplina, persistência, cooperação e respeito. Como um esporte de contato, o Jiu-Jitsu brasileiro oferece um ambiente desafiador, porém seguro que permite a criança amadurecer para se tornar um campeão da vida. A prática do Jiu-Jitsu infantil vai muito além das conquistas do tatame. A disciplina e excelência exigidos pelos nossos professores e instrutores muitas das vezes reflete positivamente no comportamento da criança em casa e na escola. Nosso Programa Campeões do Futuro é tipicamente subdividido em cinco grupos diferentes para acomodar os alunos de diferentes idades e níveis de habilidade: Mini Campeões (3 a 4 anos); Pequenos Campeões (5 a 6 anos); Pequenos Campeões II (7 a 9 anos); Junior (10 a 12 anos); Adolescente (13 a 15 anos)";;;"BarraFit";;"https://gbparqueolimpico.com.br/horarios/";;"Kleber de Oliveira Paulino";;"graciebarra@gbparqueolimpico.com.br";"https://www.facebook.com/gbparqueolimpico/";"https://www.youtube.com/channel/UCDl0aRtng0lIVvk49nGyqdQ";"https://youtu.be/kMrZOF5er5Y";;0;;"CBJJ";;"BR";6840
"EPJJ Team";;;"Rua Moreira dos Santos n: 60 sala 01, Centro";"Barra do Pirai";"RJ";"27135-030";;"Brasil";;;;;;;;;;;"Emerson Leandro de Paula";;;;;;;0;;"CBJJ";;"BR";7564
"RFT-Renovação Fight Team";"http://www.rft.com.br/";"  + 55 21 3591-7245";"Rua General Polidoro, 83 - Botafogo";"Rio de Janeiro";"RJ";"22280-002";;"Brasil";"Fundada no Rio de Janeiro em 2001, a RFT Renovação Fight Team é hoje a maior referência em Luta-Livre Esportiva no Brasil e no mundo. Atualmente é especializada em sete modalidades de artes marciais (Boxe Inglês, Jiu Jitsu, Judô, Luta-Livre, MMA, Muay Thai e Wrestling). Sob o comando do mestre Marcio Cromado, a equipe vem conquistando ao longo de uma década inúmeros títulos em competições em todos os cantos do planeta graças a participação de seus atletas nos principais eventos esportivos internacionais e às academias com bandeira RFT nos Estados Unidos, Alemanha, México e parcerias sólidas na Inglaterra e Israel.";"http://www.rft.com.br/wp-content/uploads/2014/12/logo_rft180.png";;;;;"English Boxing, Judo, Wrestling, MMA, Muay Thai";;;;"Marcio “Cromado” Barbosa";;"falecom@rft.com.br";"https://www.facebook.com/rftbrasil/";"https://www.youtube.com/user/rftbrasil";"https://youtu.be/wXxBBnyHUOM";;0;;"CBJJ";;"BR";7296
"Heleno Maia JJ";;;"Rua Veneza N: 11, Jardim Excelsior";"Cabo Frio";"RJ";"28915-040";;"Brasil";;;;;;;;;;;"Heleno de Souza Maia";;;;;;;0;;"CBJJ";;"BR";1099
"Lúcio Flávio JJ";;;"Avenida José Alves de Azevedo, 941";"Campos dos Goytacazes";"RJ";"28026-622";;"Brasil";"Jiu Jitsu, mais que um esporte, uma filosofia de vida!";;;;;;;;;;"Lucio Flavio de Campos";;;"https://www.facebook.com/L%C3%BAcio-Fl%C3%A1vio-JJ-1580140068876041/";;;;0;;"CBJJ";;"BR";7124
"Projeto Caneca Jiu-Jitsu";;" + 55 22 99813-1821";"Rua Fernando Pecly S/N";"Campos dos Goytacazes";"RJ";"28090-230";;"Brasil";;;;;;;;;;;"Maycon Caneca Dos Santos";;;"https://www.facebook.com/Projeto-Caneca-Jiu-jitsu-264262624100829/";;;;0;;"CBJJ";;"BR";7728
"GF Team Região dos Lagos";;;"Avenida Maricá n: 1263, Barra de São João";"Casimiro de Abreu";"RJ";"28860-000";;"Brasil";;;;;;;;;;;"Thiago dos Santos Rabello";;;;;;;0;;"CBJJ";;"BR";6585
"Talmid Jiu-Jitsu";;;"Rua Joaquim Nabuco n: 1655, bairro: Capoeiras";"Florianópolis";"SC";"88090-060";;"Brasil";;;;;;;;;;;"Davi Valdir de Faria Junior";;;;;;;0;;"CBJJ";;"BR";7343
"Jackson Junior BJJ Team";;;"R. Francisca Júlia, 173 - Anil";"Rio de Janeiro";"RJ";"22755-070";;"Brasil";;;;;;;;;;;"Jackson Figueiredo Lage Junior";;;"https://www.facebook.com/jaktrainer/";;;;0;;"CBJJ";;"BR";6988
"GFTeam Coroa Grande";"https://gfteamcoroa.negocio.site/";" + 55 21 97465-3572";"Rua Campo Rico, 73 - Vila Paraiso";"Itaguaí";"RJ";"23825-270";;"Brasil";"Equipe GFTeam Em Coroa Grande comandada pelo Professor Isaias Jangal formado pelo Mestre Leandro Vilar.";;;;;;;;;"Mon-Thurs: 7:00pm-9:30pm";"Isaias da Costa Santos";;;;;;;0;;"CBJJ";;"BR";6666
"Academia LVBJJ";;;"Rua São Paulo n: 952 Quadra 29, Estrela do Céu";"Itaguaí";"RJ";"23812-105";;"Brasil";;;;;;;;;;;"Leandro Jorge Pereira Vilar";;;;;;;0;;"CBJJ";;"BR";5930
"Cavaliers Top Team";;;"Rua Orlando Silva S/N - Lote 5 Qd 144 C:B, Bairro: Engenho";"Itaguaí";"RJ";"23826-245";;"Brasil";;;;;;;;;;;"Hélio Xavier dos Santos";;;;;;;0;;"CBJJ";;"BR";6937
"Buys Brazilian Jiu-Jitsu";;;"Av. Vereador Adir Luis Schuller n: 1400, Mirante da Lagoa";"Macaé";"RJ";"27925-410";;"Brasil";;;;;;;;;;;"Carlos Frederico Buys Junior";;;;;;;0;;"CBJJ";;"BR";6418
"Escola BBS Jiu-Jitsu";;" + 55 22 99737 1289";"Avenida Rui Barbosa, Loja 42 A - Alto dos Cajueiros";"Macaé";"RJ";"27910-361";;"Brasil";"A Black Belts School foi desenvolvida por dois atletas: Um atleta da NU, EDUARDO CAMPOS, faixa Preta, com 22 anos de prática da Arte Suave, e o outro atleta é o BRUNO BOMFIM, Faixa Marrom, com 15 anos de experiência. Veio de uma das maiores agremiações denominada GRACIE.Na caminhada contamos com o apoio e particição de amigos, atletas e alunos leais que nos tem ajudado, sem deixar de lado os servos de Deus: pastor Luis Carlos Gnecco e pastor Wanderson Barros. Obrigada a Todos!";;;;;;;;;;"Eduardo de Souza Campos";;"bbjjschool@gmail.com";"https://www.facebook.com/BlackBeltsSchool/";;;;0;;"CBJJ";;"BR";7174
