"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Milestone Martial Arts";"https://www.milestonemartialarts.com/";(702) 233-2395;"9460 W Flaming Rd, Suite 120";"Las Vegas";"NV";89147;;"United States";"Milestone Martial Arts' unique system allows our students to develop self-control, confidence, discipline, communication and leadership skills.";"https://static.wixstatic.com/media/ad0a8f_2af610ef1b0547139f8f3a6d7c8d527e~mv2_d_11590_3058_s_4_2.png/v1/fill/w_219,h_57,al_c,q_80,usm_0.66_1.00_0.01/Logo%20Horizontal.webp";"https://www.milestonemartialarts.com/kids";"Milestone Martial Arts has a unique  B5S11 System that encourages positive behavior and acknowledges our students progress in our Jiu Jitsu for kids classes. Your child will grow every class, become confident and develop leadership skills. The confidence developed through Martial Arts will be carried and positively influence his/her adult life.";;;;;;"Mon-Fri: 3:00pm-9:00pm, Sat: 9:30am-12:30pm";"Leandro Lorenco";"30-Day Quick Start Program - 30 days of Unlimited Brazilian Jiu-Jitsu Classes + FREE uniform (Gi + Belt) $45";;"https://www.facebook.com/milestonemartialarts/";;;;1;918;
"Wand Fight Team";"https://www.wandfightteam.vegas/";(702) 538-8300;"3061 Business Ln";"Las Vegas";"NV";89103;;"United States";"Our mission is to inspire all, children and families, through a culture of constant and never ending improvement.";"https://static.wixstatic.com/media/ad0a8f_d4a10cdbc3894d5480914bcd28d1b65e~mv2.png/v1/crop/x_0,y_3,w_165,h_158/fill/w_150,h_144,al_c,q_80,usm_1.20_1.00_0.01/OFFICIAL%20LOGO%200%2C55%20POLEGADAS.webp";"https://www.wandfightteam.vegas/kidsjiujitsu";"Through Brazilian Jiu Jitsu your child will increase confidence, self-esteem, discipline, physical fitness while learning how to handle bullies.";;;"Judo, Muay Thai, Wrestling";;;"Mon-Thurs: 8:30am-12:00pm, 3:30pm-9:00pm; Fri: 8:30am-12:00pm, 3:30pm-8:30pm; Sat: 9:30am-1:30pm";"Leandro Lorenco";"30-Day Quick Start Program $99.00Price - Our 30-Day Quick Start Program includes 30 days of Unlimited Access to all programs and classes available on our schedule";;"https://www.facebook.com/wandfightteamgym/";"https://www.youtube.com/channel/UCwR8D7LhskdzTiOO-XImSZg";"https://youtu.be/oBtemuFpZRM";;1;939;
"Fight Capital Gym";"https://www.fightcapital.com/";(702) 248-3432;"3071 S Valley View Blvd";"Las Vegas";"NV";89102;;"United States";"The Fight Capital Gym is the first Mixed Martial Arts Gym in the state of Nevada. Once famously known as Academy J-sect Jiu Jitsu, founder and MMA pioneer John Lewis, opened the first Brazilian Jiu Jitsu school in the Vegas Valley which became a popular training destination for mixed martial artist across the world. Lewis eventually teamed up with professional boxer and UNLV boxing coach Skipper Kelp to add the striking element to J-sect Jiu Jitsu. Academy J-sect quickly became one of the premier mixed martial arts training centers in the world. As the popularity of the UFC skyrocketed in the early to mid 2000's, J-sect opened its doors to the everyday person and was no longer just a place for fighters and jiu jitsu competitors. Academy J-sect's clientele became much more diversified and different classes were added to the curriculum to accommodate the new customers so that everyone could benefit from the knowledge and skills of Lewis and Kelp. Lewis, a successful entrepreneur and aspiring actor, moved to California to pursue other business opportunities and left sole ownership of the gym to Skipper Kelp. Kelp wanted the name of the gym to reflect what was happening inside, which was Boxing, Muay Thai, Judo, Jiu Jitsu, and MMA. So many fighting disciplines were represented under one roof that the only appropriate name could be the Fight Capital.  ";"https://irp-cdn.multiscreensite.com/d526ead4/dms3rep/multi/mobile/logo-with-red-733x154.png";;;;;"Boxing, Muay Thai, Judo";;"https://www.fightcapital.com/schedules";;"Skipper Kelp";;"fightcapital@gmail.com";"https://www.facebook.com/FightCapitalgym/";"https://www.youtube.com/user/okhardass/";"https://youtu.be/0_U-Q-LUu4Y";;1;922;
"Cobrinha Brazilian Jiu-Jitsu and Fitness";"http://www.cobrinhabjjlasvegas.com/";(702) 527-5122;"321 N Buffalo Dr #120";"Las Vegas";"NV";89145;;"United States";"The Academy Houses: Two Entrances (Front and Rear), Large Mat Area; Front Desk Reception; 2 Viewing Rooms with TV Monitors & DIRECTV; Men’s and Women’s Locker and Shower Rooms; Study Room for Students; WiFi Access; Ample Parking (Front and Rear)";"http://www.cobrinhabjjlasvegas.com/wp-content/uploads/2018/05/logo-1.png";"http://www.cobrinhabjjlasvegas.com/programs/90-2/";"There are many different types of Martial Arts out there, which can be hard to really understand the differences between styles when you are trying to choose what would be best for your child. Here are several reasons why Brazilian Jiu-Jitsu (BJJ) is one of the safest forms for children to begin their journey into the world of martial arts: It is a non-violent, yet effective and complete self-defense system. Many parents want their child to learn a martial art in order to defend herself/himself against bullies or unwanted strangers. Having a safe and systematic foundation of self-defense is key for children to feel confident, specifically about defending themselves, if necessary. Since it is completely based in leverage and submission, BJJ technique actually gives the smaller opponent an advantage. There is no kicking or punching involved, unlike many other martial arts. It is a natural martial art, based on leverage and balance. Brazilian Jiu Jitsu uses the principles of action – reaction, leverage, and base. Children learn to use an opponent’s power as an advantage, rather than fighting against the force. We practice many different games that help children experience these principles and learn to understand how to use them as techniques. Children develop a heightened sense of body awareness and coordination, which leads to self-confidence and inner discipline. Not only do children learn how to effectively defend themselves, but also strengthen their kinesthetic abilities to excel in any other sport of which they participate. It doesn’t have to be a choice of one sport or the other.";"http://www.cobrinhabjjlasvegas.com/programs/womens-self-defense/";"As in most situations, women get blindsided and attacked when they least expect it, where attackers take advantage of utilizing dead weight and brute strength. Our Women’s Self Defense Program is a form of Submission Grappling, or simply No-Gi Jiu Jitsu. And it takes the same approach as Brazilian Jiu Jitsu catering to defending against attacks, the attacker(s) and countering attacks. Our program fosters self-confidence, teaches you how to protect yourself and your loved ones, while simulating situations that are confrontational. It also, facilitates weight loss, helps to build confidence, relieves stress, improves coordination, balance and flexibility, and promotes functional strength with a team building atmosphere. Here at Cobrinha BJJ LV, many women (mothers and wives too!) participate in our BJJ program. We also offer private, one-on-one classes for those interested in specialized training. No formal martial arts training necessary. Great for ALL women! ";"Submission Grappling";;"http://www.cobrinhabjjlasvegas.com/academy/schedule/";;"Hector Vasquez";"Free Trial";;"https://www.facebook.com/cobrinhabjjLV/";"https://www.youtube.com/user/Cobrinhabjj";"https://youtu.be/_YDjZZJzkMw";"Hector Vasquez: World Champion (2012, 2013, 2015); World Nogi Champion (2013, 2014); Pan American Champion (2012, 2013, 2014, 2015); American National Champion (2012, 2013, 2015,2017); American National Nogi Champion (2015)";1;915;
"Sergio Penha Jiu-Jitsu Academy";"https://sergiopenha.com/";(702) 908-9997;"3904 Schiff Dr";"Las Vegas";"NV";89103;;"United States";"With more than 40 years of coaching as a black belt, Sergio has dedicated his life to the art and has developed an effective teaching style that can accommodate students of all different abilities. Sergio has promoted over 25 students to Black Belt and has been instrumental in developing the early careers of several Brazilian Jiu-Jitsu World Champions, UFC and WEC Champions as well as other mixed-martial arts organizations.";"https://s3.amazonaws.com/zenplannerwordpress-stack0/wp-content/uploads/sites/183/2019/02/22204226/sergio-penha-bjj-homelogo2508.png";"https://sergiopenha.com/programs/";"There are many benefits for children in learning the art of Brazilian Jiu-Jitsu. It helps develop self-confidence, learn discipline and familiarize children with the value of hard work. One of Sergio’s main philosophies is that hard work beats talent when talent does not work as hard. He and his other instructors believe that when you work hard and try your best at something you can do anything. Studies show that children who participate in martial arts perform better in school, are physically healthier, have improved decision-making, and are less likely to be influenced by peer pressure. Brazilian Jiu-Jitsu teaches respect for others and respect of self. With bullying an issue in children’s lives, it is necessary to give them the tools to prevent bullying all together. The first line of defense against bullying is confidence. BJJ classes help children gain self-esteem and confidence and teaches them how to defend themselves against such intrusions.";;;;;"https://sergiopenha.com/schedule/";"Mon, Wed, Fri: 10:00am-11:30am, 4:30pm-7:00pm; Tues, Thurs: 10:00am-11:30am, 5:30pm-7:00pm; Sat: 12:00pm-2:00pm";"Sergio Luiz da Penha";;"info@sergiopenha.com";"https://www.facebook.com/sergiopenhabjj/";"https://www.youtube.com/channel/UCMXkdUbDuSTgfcxft3MNmqA";"https://youtu.be/n4GY9ZQXgtU";;1;934;
"Xtreme Couture MMA";"http://xtremecouturemma.com/";(702) 616-1022;"4055 W Sunset Rd";"Las Vegas";"NV";89118;;"United States";"Xtreme Couture MMA was founded by Randy Couture as his way to pass down the fighting skills and training principles he developed over the course of his hall-of-fame career. Over the past decade, it has become a favorite destination for people from all over the world striving to achieve their fitness, self-defense, and combat sports goals. No matter what your experience level, the elite training staff at XCMMA can help you maximize your potential.";"http://xtremecouturemma.com/img/logo.png";"http://xtremecouturemma.com/index.html#MMADisciplines";"Youth Programs are structured and goal oriented to help instill life skills along with competitive and self-defense lessons. We offer youth versions of Cross-Training, Jiu-Jitsu, Muay Thai and Wrestling.";;;"MMA, Muay Thai, Kickboxing, Wrestling, Boxing, Fitness \ Cross Training";;"http://xtremecouturemma.com/xc-class-schedule.asp";"Mon-Thurs: 9:00am-9:00pm, Fri: 9:00am-5:00pm; Sat: 9:00am-3:00pm";"Randy Couture";"Free Trial Class";"cs@xtremecouturemma.com";"https://www.facebook.com/XtremeCoutureMMA";"https://www.youtube.com/XCMMA";"https://youtu.be/XwAnxSE01xg";;1;940;
"Cascao BJJ";"http://cascaobjj.com/";(702) 818-7500;"4180 S Sandhill Rd, Suite B 5/6";"Las Vegas";"NV";89121;;"United States";"Walter “Cascao” Vidal is not only an Excellent Brazilian Jiu Jitsu Black belt and passionate competitor, he is also an amazing person.";"https://i2.wp.com/cascaobjj.com/wp-content/uploads/2017/02/LogoCascaoC.png?fit=658%2C367";;;;;;;"http://cascaobjj.com/index.php/schedule/";;"Walter 'Cascao' Vital";"Free One Week Trial";;"https://www.facebook.com/CascaoJiuJitsu/";;"https://youtu.be/JOrEm4X7oPM";;1;911;
"UFC GYM Las Vegas - Blue Diamond";"https://ufcgym.com/";(702) 834-7055;"4360 Blue Diamond Rd., Suite 101";"Las Vegas";"NV";89139;;"United States";"UFC GYM Las Vegas, Blue Diamond, located in the Blue Diamond Shopping Center, offers classes for every fitness level. Whatever your fitness goals are: lose weight, increase strength, sports conditioning, we have daily classes including boxing, kickboxing, functional training, youth programs, Brazilian Jiu-Jitsu & personal training to help you reach those goals.";;"https://ufcgym.com/classes/youth-brazilian-jiu-jitsu-gi";"Students will learn that there is a time and a place for martial arts training. The program integrates; self-defense techniques, conditioning and skill oriented games aiming to improve your child’s motor skills, agility and flexibility. Youth BJJ is a fun class for youth that teaches discipline and helps build confidence.";;;"MMA, UFC FIT, Boxing Conditioning, Daily Ultimate Training™, Boxing Skills & Techniques, Kickboxing Conditioning, Fight Fit";;"https://ufcgym.com/bluediamond/weekly_schedule";"Mon-Thurs: 5:00am-9:00pm; Fri: 5:00am-8:00pm; Sat: 8:00am-4:00pm; Sun: 8:00am-2:00pm";;;"bluediamondgm@ufcgym.com";"https://www.facebook.com/UFCGYMLASVEGAS/";;;;1;910;
"Ribeiro Jiu Jitsu Las Vegas";"https://www.ribeirojiujitsulasvegas.com/";(702) 754-3343;"4850 W Flamingo Rd #38";"Las Vegas";"NV";89103;;"United States";"Ribeiro Jiu-Jitsu is your choice to learn traditional martial arts and self-defense. We offer Gi and No-Gi classes in a fun, safe and friendly environment for the entire family.";"https://www.ribeirojiujitsulasvegas.com/uploads/9/1/1/5/91151486/rjj-header-logo-1.png";"https://www.ribeirojiujitsulasvegas.com/youth-program.html";"Lil’ Samurai Class | 3-7 Yrs. Old - This program is designed for our youngest of samurais between the ages 3 and 7, the children will be introduced to the beginning principles and values of Jiu-Jitsu. Students will play interactive games combined with fundamental techniques to help improve the child’s coordination and motor skills. This will take place in a safe, fun and family environment. Kids Class | 8-15 yrs. old - At the beginning this program is designed to guide and help young students to learn the basic fundamentals of Jiu-Jitsu.  During the course of this program the students abilities will be improved by introducing them to more new and advanced techniques. Students will continuously be encouraged and challenged to work to their full potential. As well, this program is tailored to meet the needs of non-typical students by providing an inclusive and welcoming environment in which non-typical children can actively participate with typical children. This program promotes and encourages our students to live by respect and coming together by embracing each other differences. Self-Defense Kids Program |3-15 y/o & all belt levels - Our self-defense program focus on today’s needs by opening our kids mind and understanding how to defend themselves in real life situations. The program encourages kids to become assertive and firm during difficult situations. This program embraces two of the six blades: Discipline and Honor, only during emergency cases in which the student feels an immediate and unavoidable physical treat he/she will be able to apply self-defense Jiu-Jitsu techniques to the attacker.";"https://www.ribeirojiujitsulasvegas.com/adult-program.html";"The women's class is lead by Glenda Ramos who is an avid and active competitor. This program is exclusively for women of any belt level to come together, share their knowledge and sharpen their skills with other women practitioners.";;;"https://www.ribeirojiujitsulasvegas.com/schedule.html";;"Dax Ramos";;"rjjlasvegas@gmail.com";"https://www.facebook.com/ribeirojjlasvegas";;;;1;930;
"Gracie Jiu Jitsu Charleston";"http://gracielasvegas.com/";(702) 214-6414;"5243 W Charleston Blvd., Ste. 2 and 3";"Las Vegas";"NV";89146;;"United States";"Top competition Team. Best qualified instructors. Offering Gracie jiu jitsu, boxing, judo and self defense classes for kids, men and women. High level principles and tradition. Family environment. We are here not just to teach the art, but to change lives. Gracie Humaitá Las Vegas is a direct affiliate of Gracie Humaitá in Brasil founded by Grandmaster Helio Gracie, now led by Royler and Rolker Gracie, and brought to Las Vegas through the teachings of Professor Mica Cipili - 4th degree Black Belt World Champion. Come in today and experience training with the best competition team on the mat in Las Vegas. ";;"http://gracielasvegas.com/programs/kids-program/";"Gracie Jiu Jitsu Las Vegas provides training for children and teens through our Kids & Juniors Program. If you are a parent who is concerned about your child being bullied at school or elsewhere, or just interested in healthy activity for your children, this is the place. Gracie Jiu Jitsu will teach self defense and in turn, instill a sense of confidence, discipline, and focus in your child. They will also learn a sport that is growing rapidly in popularity. Brazilian Jiu Jitsu is a fantastic way to help with any child’s self esteem through athletic achievements and to learn values such as discipline, honor, respect, and loyalty. All of our classes are conducted in a safe, positive, and helpful environment.";;;;;"http://gracielasvegas.com/classes/";;"Mica Cipili";;"charleston@gracielasvegas.com";"https://www.facebook.com/gracielasvegas/";"https://www.youtube.com/user/TeamMicaBJJLasVegas";"https://youtu.be/taPD4avOrmY";;0;920;
"Cobra Kai Jiu Jitsu Southwest";"http://www.ckjj.com/";(702) 516-5758;"7060 W Sunset Rd., Ste. 110";"Las Vegas";"NV";89113;;"United States";"Cobra Kai Jiu Jitsu is a Las Vegas Mix Martial Arts training facility that offers Jiu Jitsu, kickboxing, mixed martial arts, and strength and conditioning classes. We focus on a personalized approach for people of all ages and skill levels. Training at Cobra Kai offers a lot of benefits such as learning self defense skills, physical conditioning, weight loss, as well as building self confidence";"http://www.ckjj.com/wp-content/uploads/2018/08/logo-ckjj-2018-367x558.png";"http://www.ckjj.com/kids-jiu-jitsu/";"Cobra Kai is a true family atmosphere with students ranging from ages 4 to 60 years old. From men and women to children and adults, our students train in Jiu Jitsu and many other courses, while learning discipline, respect, confidence and self-defense. It also shows in our results. Each year Cobra Kai Jiu Jitsu consistently wins the Team Championship titles for both Adult and Children divisions at Las Vegas’ largest tournaments like Grappler’s Quest and North American Grappling Association (NAGA).";;;;;"http://www.ckjj.com/cobra-kai-south-schedule/";;"Sim Go";;"simgockjj@gmail.com";"https://www.facebook.com/cobrakaijj/";"https://www.youtube.com/channel/UCnjgeEm1tNqRW7WPt2SRFbw";"https://youtu.be/Wbd__fQhJTs";;0;914;
"Sidney Silva BJJ and MMA Academy";;(702) 502-4621;"3250 N Tenaya Way #109";"Las Vegas";"NV";89129;;"United States";;;;;;;;;;"Tues, Thurs: 7:00pm-8:30pm; Sat: 12:00pm-1:30pm";;;;"https://www.facebook.com/Sidney-Silva-BJJ-and-Mma-Academy-1519743621629024/";;;;1;936;
"Syndicate Mixed Martial Arts";"https://syndicatemmavegas.com/";(702) 838-8008;"6980 W Warm Springs Rd #190";"Las Vegas";"NV";89113;"5/5 Stars";"United States";"Syndicate MMA is Las Vegas' premier MMA training facility!";;"https://syndicatemmavegas.com/about/";"Requirements: Kimono with White Belt, Rash Guard, Grappling Shorts, Mouth Piece, Groin Protection. In joining the youth Jiu Jitsu program, your child will adapt leverage and technique in order to take out bigger, stronger opponents! Students will be separated at the beginning of class based on skill level, and under the watchful eye of UFC veteran coaches, Rick Davis and Roxanne Modafferi, the children will learn everything from a proper base, wrestling, escaping compromising positions and effectively neutralizing an opponent. There are two types of Jiu Jitsu classes but only one difference. Traditional Brazilian Jiu Jitsu requires a Kimono and belt whereas Grappling requires shorts and a rash guard (or t-shirt). Both classes are instrumental in creating a well-rounded Jiu Jitsu athlete! Keeping in line with the concept of providing a structured graduation program, we have developed a class curriculum that holds the student responsible for certain techniques which they are tested over in order to advance to the next rank. This is to ensure the student will set short-term goals on their long journey toward black belt, discouraging them from getting frustrated along the way. Copies of these curriculums are available on the attendance card table in the gym. For those who wish to test their training, the coaches lead an elite competition team that travels far and wide to compete against other academies for glory on the mats! If you are interested in competition, please speak with coach Rick or Roxanne to learn more.";;;"Muay Thai, MMA";;"https://syndicatemmavegas.com/schedule/";"Mon-Thurs: 8:00am-9:00pm, Fri: 8:00am-8:00pm, Sat: 9:00am-2:00pm";"John Wood";"Syndicate MMA wants to offer you a 3 Day Trial membership. There are no obligations, except showing up and training hard. Come in and train for any 3 days within a 7 day period for just $19 in any or all of the classes we offer and see why we are considered the best MMA gym in Las Vegas.";"SyndicateMMAVegas@gmail.com";"https://www.facebook.com/SyndicateMMA/";"https://www.youtube.com/channel/UCWXLRnhwbrjrkpjXMPQGKqw";"https://youtu.be/GncvroVpkgo";;1;938;
"Center For Israeli Martial Arts";"http://www.israelimartialartslv.com/";(702) 530-3755;"7715 Wishing Well Rd";"Las Vegas";"NV";89123;"5/5 Stars";"United States";"Welcome to the Center for Israeli Martial Arts in Las Vegas, teaching the Hisardut (meaning “Survival” in Hebrew) system of Dr. Dennis Hanover. We are the most authentic Israeli martial arts school in Southern Nevada, featuring classes in all major aspects of Israeli self defense and martial arts. We offer classes for adults, children, women, families, security teams and Law Enforcement Officials. Long before the current MMA (Mixed Martial Arts) trend of combining martial arts styles started in the US, Dr. Dennis Hanover was fusing, Karate, Judo and Ju-Jitsu (sometimes spelled Jiu-Jitsu) together to create a unique self-defense/fighting style that could be taught to both civilians and Israeli military personnel – the system is now taught to elite units in the Israeli army, as well as the Mossad. This unique and effective system is now offered in Henderson, Las Vegas by Tomer Steinberg, 5th Degree Black Belt, and 2011 World Champion – the highest ranked instructor of the system in the U.S. One of the things that distinguish Dennis-Hisardut from other “modern” self-defense systems is that it continues to teach the traditional message and values of the martial arts, such as: respect, integrity and honor, believing that it is these values which underpin and power the skills and techniques that the system teaches. This is why the style adds value to everybody’s day-to-day life as well as developing the survival mindset that is so crucial when dealing with a real-life assault or violent incident. The Center for Israeli Martial Arts in Henderson is one of two US branches of Dennis Hisardut (Often referred to as Dennis Survival JuJitsu), teaching students of all ages and experience levels how to protect and stand up for themselves in any situation (as featured on the History Channel's ""Human Weapon"" Krav Maga episode). We offer a warm welcome to all who come and train with us and practice our message of respect both on and off the mats. If you would like to come and take a free class to see how Hisardut training can affect your life please call us at 702-530-3755";"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSOblhQEMZ_viLnVuxA3FR-BBv69r0e32gb4vYBcG4la-vkeA8";"http://www.israelimartialartslv.com/children.html";"All our teaching is age appropriate i.e. what we teach and how we teach a 6 year old is very different to how we teach a twelve year old. What all our children’s martial arts programs have in common though is the aim of developing your child’s character. We view ourselves not just as a gym or stereo-typical martial arts studio but as an educational facility that your child associates with fun. By creating an environment which is fun and enjoyable to be in and teaching physical skills and techniques that your child can believe in we can also communicate a message of respect: for themselves and for others. The traditional martial arts approach of developing a relationship between instructor and student (often referred to as “scared space”) in a mentoring fashion means that our school can reinforce the positive message(s) that your child receives both at home and at school. We don’t just want to see your child improve on the mats and in their physical abilities but in all aspects and areas of their life. In a world of the “Gamebox” and “Playstation” we can help bring a level of normality and reality into a child’s life. By getting young children and teens into a habit of engaging in physical activity at an early age they are likely to carry on and continue this practice into their adult years. Introducing this type of discipline into their lives now will pay dividends later. We believe fully in the benefits of martial arts training and practice what we preach: both our young daughters train in Hisardut and we see the positive influence it has on their lives.";;;;;;;"Tomer Steinberg";;;"https://www.facebook.com/The-Center-For-Israeli-Martial-Arts-497570643770322/";;;;1;912;
"Gracie Jiu Jitsu Blue Diamond";"http://gracielasvegas.com/";(702) 606-4928;"9325 S Cimarron Rd #120-125";"Las Vegas";"NV";89178;"5/5 Stars";"United States";"Top competition Team. Best qualified instructors. Offering Gracie jiu jitsu, boxing, judo and self defense classes for kids, men and women. High level principles and tradition. Family environment. We are here not just to teach the art, but to change lives. Gracie Humaitá Las Vegas is a direct affiliate of Gracie Humaitá in Brasil founded by Grandmaster Helio Gracie, now led by Royler and Rolker Gracie, and brought to Las Vegas through the teachings of Professor Mica Cipili - 4th degree Black Belt World Champion. Come in today and experience training with the best competition team on the mat in Las Vegas. ";;"http://gracielasvegas.com/programs/kids-program/";"Gracie Jiu Jitsu Las Vegas provides training for children and teens through our Kids & Juniors Program. If you are a parent who is concerned about your child being bullied at school or elsewhere, or just interested in healthy activity for your children, this is the place. Gracie Jiu Jitsu will teach self defense and in turn, instill a sense of confidence, discipline, and focus in your child. They will also learn a sport that is growing rapidly in popularity. Brazilian Jiu Jitsu is a fantastic way to help with any child’s self esteem through athletic achievements and to learn values such as discipline, honor, respect, and loyalty. All of our classes are conducted in a safe, positive, and helpful environment.";;;;;"http://gracielasvegas.com/classes/";;"Mica Cipili";;"james@gracielasvegas.com";"https://www.facebook.com/gracielasvegas/";"https://www.youtube.com/user/TeamMicaBJJLasVegas";"https://youtu.be/taPD4avOrmY";;0;919;
"Results Martial Arts";"https://www.martialartslv.net/";(702) 837-8400;"9890 South Maryland Parkway";"Las Vegas";"NV";89183;"5/5 Stars";"United States";"Bet you thought our Las Vegas martial arts school was just a super cool place to get fit and learn self-defense...well, you're right, but it's a lot MORE than just that! As you get strong and physically fit, you'll also start to see some changes that most of our students didn't know would happen. Especially the younger ones. They are totally amazed by the subtle changes that happen when you train in our programs.";"https://res.cloudinary.com/fcomdevmgmt/image/upload/f_auto,q_auto:eco/v1/schools/114/logo.png";"https://www.martialartslv.net/kma";"This Amazing Kids Martial Arts Class Won't Just Make Your Child Safer, Stronger & More Fit...That’s because our classes aren't just about exercise and self-defense...They’re about helping your child grow stronger & more focused on the inside. Building Your Child's Confidence...";;;"MMA, Kickboxing";;;;"Wade McCoig";;"info@martialartslv.net";"https://www.facebook.com/Results-Martial-Arts-464109330437/";"https://www.youtube.com/channel/UCC9DqQRgee7G9kppphQLOdw";"https://youtu.be/EAw6_GpNPIU";;1;928;
"9th Isle BJJ";"http://www.9thislebjj.com/";(702) 636-6591;"2410 N Decatur Blvd #125";"Las Vegas";"NV";89084;"5/5 Stars";"United States";"Welcome to da 9th Isle proud to be one of the newest affiliates of Cascao Jiu Jitsu training under professor Walter Cascao. 9th Isle brings qualities of family (ohana), respect,  discipline, hard work and dedication then fuses it with the fun, exciting bright lights, fast paced flashiness, and  the already known fight capitol of the world that Vegas has to offer, and (((jackpot))). You have Vegas' newest training facility specializing in developing  a solid base in Jiu Jitsu, Muay Thai, Judo , and Wrestling.";"http://nebula.wsimg.com/a485a194708c4710e299344de1aff5c7?AccessKeyId=E3823897A71939178D68&disposition=0&alloworigin=1";;;;;"MMA, Kickboxing, Boxing, Wrestling, Grappling";;"http://www.9thislebjj.com/classes.html";"Mon-Fri: 10:00am-11:30am, 4:30pm-8:30pm; Sat: 9:00am-2:00pm";"Gaspar Agabin";;"9thislebjj@gmail.com";"https://www.facebook.com/9th-ISLE-BJJ-INC-1631876693706001/";;;;1;941;
"Ronin Jiu Jitsu";"https://www.roninjiujitsu.com/";(702) 327-2814;"2575 E. Craig Rd., Unit # G";"North Las Vegas";"NV";89030;"5/5 Stars";"United States";"Ronin Jiu jitsu  In Las Vegas  NV, is a Brazilian Jiu Jitsu school near you, committed to improving lives through the Martial Arts. Whether you are embarking on your journey towards Black Belt, or enrolling in one our fitness programs, our aim is the same: to witness a change in the quality of life and see you reach your highest goals. No one is too young or too old to enjoy such benefits as greater confidence, better focus, improved concentration, and a better sense of safety and well-being. We offer kids Brazilian Jiu-Jitsu classes as well as adult classes, so there is no one to young or too old too discover their inner discipline and learn the art of Brazilian Jiu-Jitsu. Through Ronin Jiu-jitsu you will learn techniques that have been used and perfected for many years as well as some new ones. Upon joining Ronin Jiu Jitsu you will learn not only Brazilian Jiu-Jitsu, you will learn MMA, Mix Martial Arts, Boxing, Kick Boxing, Sambo and Catch Wrestling.";;;;;;"MMA, Muay Thai / Kickboxing";;"https://www.roninjiujitsu.com/contact-and-schedule.html";"Mon-Thurs: 4:15pm-8:20pm; Fri: 5:30pm-7:05pm; Sat: 10:30am-12:00pm";"Henry Coll";"$45 month Special for Brazilian Jiu-Jitsu and Mix Martial Arts";;"https://www.facebook.com/roninjiujitsulv/";"https://www.youtube.com/channel/UCDoDlAbwglJvO6zWw3pxZNg";"https://youtu.be/opoPL0VUBVQ";;1;943;
"Vills Bros Brazilian Jiu-Jitsu";"https://www.villsbrosbjj.com/";(702) 985-6322;"8360 N. Decatur Blvd., Suite 106";"Las Vegas";"NV";89131;"5/5 Stars";"United States";"We hope you find that with VBROS our focus is on providing high-quality service and customer satisfaction - we will do everything we can to meet your expectations as if we were seeking services for our family. With a variety of classes to choose from, we're sure you'll be happy to be a part of our Team.";"https://www.villsbrosbjj.com/new-logo-8.png";;;;;"Wrestling, Strength & Conditioning";;"https://www.villsbrosbjj.com/classes";"Mon-Fri: 9:00am-10:00am, 2:30pm-9:00pm; Sat: 9:00am-1:00pm (varies on tournament days)";"Matt";"Buy 5 months ($100) of Conditioning classes & get 1 month free (you pick the free month / 1yr agreement & NO sign up fee required); Law enforcement, Active Military, Teachers 20% off monthly rate w/1yr agreement";"villsbrosbjj@gmail.com";"https://www.facebook.com/vbrosbjj/";;;;1;945;
"Gracie Jiu Jitsu West Craig";"http://gracielasvegas.com/";(702) 776-6170;"4600 W Craig Rd #601";"North Las Vegas";"NV";89032;"5/5 Stars";"United States";"Top competition Team. Best qualified instructors. Offering Gracie jiu jitsu, boxing, judo and self defense classes for kids, men and women. High level principles and tradition. Family environment. We are here not just to teach the art, but to change lives. Gracie Humaitá Las Vegas is a direct affiliate of Gracie Humaitá in Brasil founded by Grandmaster Helio Gracie, now led by Royler and Rolker Gracie, and brought to Las Vegas through the teachings of Professor Mica Cipili - 4th degree Black Belt World Champion. Come in today and experience training with the best competition team on the mat in Las Vegas. ";;"http://gracielasvegas.com/programs/kids-program/";"Gracie Jiu Jitsu Las Vegas provides training for children and teens through our Kids & Juniors Program. If you are a parent who is concerned about your child being bullied at school or elsewhere, or just interested in healthy activity for your children, this is the place. Gracie Jiu Jitsu will teach self defense and in turn, instill a sense of confidence, discipline, and focus in your child. They will also learn a sport that is growing rapidly in popularity. Brazilian Jiu Jitsu is a fantastic way to help with any child’s self esteem through athletic achievements and to learn values such as discipline, honor, respect, and loyalty. All of our classes are conducted in a safe, positive, and helpful environment.";;;;;"http://gracielasvegas.com/classes/";;"Bryan Glenn";;"craig@gracielasvegas.com";"https://www.facebook.com/gracielasvegas/";"https://www.youtube.com/user/TeamMicaBJJLasVegas";"https://youtu.be/taPD4avOrmY";;0;942;
