"name";"website";"phone";"address";"city";"state";"zip";"stars";"country";"details";"logo_url";"kids_program_url";"kids_program_detail";"woman_only_program_url";"woman_only_program_detail";"other_programs";"pricing";"schedule_url";"business_hour";"head_professor";"special_offer";"email";"facebook_url";"youtube_channel";"video_url";"awards";"multiple_locations (0=Yes, 1=No)";"id";"NOTES"
"Precision Jiu-Jitsu";"https://precisionjj.com/";(610) 279-1229;"303 E Church Rd";"King of Prussia";"PA";19406;;"United States";"We offer classes in Brazilian Jiu-Jitsu, Submission Grappling, Strength & Conditioning and Muay Thai. Group classes and private lessons are available at our convenient King of Prussia location. Our instructors provide a safe and friendly environment and our facility has everything you need to get started today! Whether you are just a beginner or an advanced practitioner looking to take your skills to the next level, our instructors will help you realize your full potential. Whatever your goal may be, Precision JJ can help you reach it! Come in and join us for a class!";"https://precisionjj.com/wp-content/uploads/2018/05/pjj-1.png";"https://precisionjj.com/kids-jiu-jitsu/";"Our kids program offers self-defense and Jiu-Jitsu for children ages 7-12. By teaching students different techniques and having them work in a wide range of common situations, they are able to make educated decisions, protect themselves and make physical progress. Grappling is not all fun and games and this incredible workout demands disciplined efforts if one is to make progress. It involves physical demand, mental awareness and coordination. Out of the effort and discipline needed to learn Jiu-Jitsu, children will learn valuable lessons about such things as humility, self-control and perseverance. They don’t learn these things by winning a game or receiving a new belt, but by self-awareness and control of mind and body.";;;"Muay Thai";;"https://precisionjj.com/schedule/";;"Rob Scheier";;;"https://www.facebook.com/Precision-Jiu-Jitsu-and-Training-Center-170760722975007/";;;;1;;
"Zero Brazilian Jiu Jitsu";"https://www.stellarfitnessllc.com/";(717) 858-7178;"2300 Industrial Highway";"York";"PA";17402;;"United States";"Zero Brazilian Jiu Jitsu is run by black belt Mike Oberdick, who is a black belt under World Champion Daniel Beleza. Mike has been training Jiu Jitsu since 1994 and is an accomplished grappler, both in gi and no gi, as well as an accomplished MMA fighter. Zero BJJ is perfect for all ages and skill levels, and prides itself on creating a positive and fun atmosphere. We have a full sized cage which we use to teach Jiu Jitsu, grappling, MMA, Boxing, and Muay Thai. We also offer other services such as combat conditioning, and self-defense. Zero BJJ welcomes all newcomers, and we're sure we can fulfill your training needs. ";"https://static.wixstatic.com/media/4414a3_f2694a4818c945d8a40eb29fd552e813~mv2.jpeg/v1/fill/w_183,h_180,al_c,q_80,usm_0.66_1.00_0.01/zbjj.webp";"https://www.stellarfitnessllc.com/kids-teens";;;;;;;;"Mike Oberdick";;;"https://www.facebook.com/ZeroBrazilianJiuJitsu";"https://www.youtube.com/channel/UCMT1daCNplGr2qrXG7NOA_A";"https://youtu.be/2m--sxaLb1g";;1;;
"Ground Zero Pittsburgh";"http://www.gzpittsburgh.com/";(724) 858-5735;"348 Main Street";"Latrobe";"PA";15650;;"United States";"We are a Martial Arts Academy in Latrobe Pennsylvania. We specialize in MMA, Kickboxing, Boxing, Brazilian Jiu Jitsu, Fitness, and Youth Classes. Our goal is to help our members learn a functional Martial Art and provide them with a safe and fun way to get in shape";"http://www.gzpittsburgh.com/wp-content/uploads/2018/04/mmalogo-300x100.png";"http://www.gzpittsburgh.com/portfolio-item/lilbrutes/";"Our Lil Brutes classes are a great introduction into martial arts for any young boy or girl. Our classes are a mixed martial arts based class covering Kickboxing, Brazilian Jiu Jitsu, Boxing, and Wrestling. We feel that in order to properly learn self defense that learning all of the functional martial arts is the best option. Each Lil Brutes class usually consists of a 10 minute warm up that involves different exercises and calisthenics. After that we go over techniques and do drills. At the end of class we usually play a game or a class challenge, dodgeball, crab soccer, tug of war etc. Our classes are great for any skill level!";"http://www.gzpittsburgh.com/portfolio-item/quikkix/";"Quik Kix is a fast paced cardio kickboxing class. We usually start out with a 10 minute warm up followed by a our own fast paced kickboxing workout. Though we will go over some basic kickboxing technique this class is focused mainly on getting a great workout.";"Boxing, Kickboxing, MMA";;"http://www.gzpittsburgh.com/classes/";;"Jeremy Kosicek";;"groundzeropittsburgh@gmail.com";"https://www.facebook.com/GroundZeroPittsburgh";"https://www.youtube.com/channel/UCc6FIfEodlCxVyShf4C6LmA/";"https://youtu.be/gNOTY29VgRM";;1;;
"York Brazilian Jiu-Jitsu";"https://3gyorkbjj.com/";(717) 676-3782;"3629 E Market St";"York";"PA";17402;;"United States";"We are one of the largest and top ranked BJJ affiliations in Pennsylvania! Whether you are looking for top notch BJJ training, practical self-defense, or a fun way to get in shape, York Brazilian Jiu Jitsu is the place for you! Here at York Brazilian Jiu-Jitsu, you will find a family environment with an emphasis on the traditional values of the martial arts:  honor, respect, and the mutual welfare of all.";"https://3gyorkbjj.com/images/ybjj240x240.png?crc=187879353";;;;;;"Adult Membership Rates: Brazilian Jiu Jitsu $99/month; Children's Membership Rates: Brazilian Jiu Jitsu: $79/month; Family Discount: Second and additional family members in the same household:  $29/month; Non-Member Mat Fee: $20 per day; Private BJJ Lessons: Individual Lesson $80/hour, Partner Lesson (2 persons) $100/hour. York BJJ members are eligible for a 50% discount on a Fitness 1440 gym membership.  Adult $99 per month rate is for a 12-month contract with a 2 month early cancellation fee.  6-month contracts are $109 per month (with a 2 month early cancellation fee), 3 month contracts are $119 per month (with a 2 month early cancellation fee), and month-to-month contracts are $129 per month. Children $79 per month rate is for a 12-month contract with a 2 month early cancellation fee.  6-month contracts are $89 per month (with a 2 month early cancellation fee), 3 month contracts are $99 per month (with a 2 month early cancellation fee), and month-to-month contracts are $109 per month.";"https://3gyorkbjj.com/york-bjj---class-schedules.html";;"Gregg Anderson";;;"https://www.facebook.com/YorkBJJ/";;;;1;;
"Schuylkill County Brazilian Jiu-Jitsu";"http://www.schuylkillbjj.com/";(570) 449-0963;"1506 Centre Turnpike";"Orwigsburg";"PA";17961;;"United States";"Located in Orwigsburg, PA, SCBJJ is comprised of a group of jiu jitsu practitioners from Schuylkill County, who practice Gi and Nogi Brazilian Jiu Jitsu.";"http://www.schuylkillbjj.com/images/212_Export_Wizard-1.png";;;;;;;"http://www.schuylkillbjj.com/programsandclasses.html";;"Jon";;"3g@schuylkillbjj.com";"https://www.facebook.com/SchuylkillBJJ/";;;;1;;
"E4 Brazilian Jiu-Jitsu";"https://e4bjj.com/";(610) 783-3552;"501 Cetronia Rd";"Allentown";"PA";18104;;"United States";"E4 Brazilian Jiu-Jitsu is a Robson Moura Team school located in the Lehigh Valley. E4 is run by Robson Moura Black belt Jeremy Henderson and RMNU Brown Belt Paul Brenner. We strive to bring the absolute best BJJ training that you will find in the Lehigh Valley and surrounding areas. We offer classes in both Gi and No Gi to ensure you develop a well rounded Brazilian Jiu-Jitsu foundation and skill set. Our name E4 represents the way we look at and teach Brazilian Jiu-Jitsu. Evaluate your competition, Engineer a game plan, Execute on your game plan and Evolve your Jiu-Jitsu. If you live in the Lehigh Valley or surrounding areas of Pennsylvania we would love to have you join our academy and learn the amazing art of Brazilian Jiu-Jitsu.";"https://auxl51w5em42422hs3bxkly1-wpengine.netdna-ssl.com/wp-content/uploads/2017/10/cropped-e4bjjheader2.png";;;;;;;"https://e4bjj.com/class-schedule/";;"Jeremy Henderson";;"e4JiuJitsu@gmail.com";"https://www.facebook.com/E4BJJ/";;;;1;;
"Revolution BJJ, Boxing, and Fitness - Nottingham";"https://www.revbjj.com/";(484) 727-8003;"476 W Christine Rd";"Nottingham";"PA";19362;;"United States";"From children to adults, beginners to experts, our instructors coach you to the next level.";"https://static.wixstatic.com/media/cb6da1_f7ab01f55e6a48baaea219cba9b7297a~mv2.png/v1/crop/x_0,y_18,w_320,h_121/fill/w_158,h_60,al_c,q_80,usm_0.66_1.00_0.01/REV_mark.webp";;;;;"Cardio Kickboxing, Boxing, Yoga";"4-6 year old BJJ/movement class (Plan 1) $75.00 - Billed every 1 month; BJJ Adult (Plan 1) $125.00 - Billed every 1 month; Boxing/MMA (Plan 1) $100.00 - Billed every 1 month; Cardio Kickboxing (Plan 1) $65.00 - Billed every 1 month; Cardio Kickboxing six month membership $275.00 - Valid for 6 months; Cardio kickboxing year long membership $500.00 - Valid for 1 year; Combination BJJ & MMA/Boxing $150.00 - Billed every 1 month; Combination Cardio Kickboxing & Boxing/MMA $125.00 - Billed every 1 month; Family Membership (Plan 1) $300.00 - Billed every 1 month; Kids BJJ (Plan 1) $125.00 - Billed every 1 month; New Pilot offering - Unlimited Kickboxing + 2 yoga $70.00 - 2 Credits - Valid for 1 month; Yoga $80.00 - 10 Credits; Yoga drop in $10.00 - 1 Credits";"https://www.revbjj.com/schedule";;"Jamie Weaver";;"revbjjinfo@gmail.com";"https://www.facebook.com/revolutionbjjboxingandfitness/";"https://www.youtube.com/channel/UClSm1jOeV5bJQQSaySqE-Ow";"https://youtu.be/d91nNHM6UGM";;0;;
"Revolution BJJ, Boxing, and Fitness - Kennett Square";"https://www.revksq.com/";(484) 730-1882;"210 S Mill Rd, Suite 101";"Kennett Square";"PA";19348;;"United States";"From children to adults, beginners to experts, our instructors coach you to the next level.";"https://static.wixstatic.com/media/cb6da1_f7ab01f55e6a48baaea219cba9b7297a~mv2.png/v1/crop/x_0,y_17,w_320,h_122/fill/w_160,h_61,al_c,q_80,usm_0.66_1.00_0.01/REV_mark.webp";"https://www.revksq.com/youth-bjj";;;;"Cardio Kickboxing, Krav Maga, Boxing";"Adult BJJ $150.00 - Billed every 1 month; Adult Krav Maga (Plan 1) $85.00 - Billed every 1 month; All in membership (Plan 1) $199.00 - Billed every 1 month; Cardio Kickboxing book of 10 classes (Plan 1) $150.00 - 10 Credits; Cardio Kickboxing unlimited membership $65.00 - Billed every 1 month; Family membership (Plan 1) $299.00 - Billed every 1 month; Single class drop in (Plan 1) $20.00 - 1 Credits; Skilled Boxing (Plan 1) $65.00 - Billed every 1 month; Skilled Boxing Bootcamp (Plan 1) $150.00 - Valid for 1 month; Youth BJJ $150.00 - Billed every 1 month";"https://www.revksq.com/mobile-schedule";;"Jamie Weaver";;"info@revksq.com";"https://www.facebook.com/RevBJJKennettSquare";;;;0;;
"Contact Sports Club";"http://www.contactsportsclub.com/";(570) 529-3035;"1274 S. Main Street";"Mansfield";"PA";16933;;"United States";"Located in Mansfield, PA, Contact Sports Club is the premier training center for competitors, fitness enthusiasts and recreational athletes.  All classes take into account the strengths, limitations and goals of the individual, so whether you are a beginner or an expert, join the club to increase your fitness level and reach your competitive peak.";"https://images.squarespace-cdn.com/content/531b9c3ce4b04c1bc6784783/1394323737622-5H68WDSPM3YG0N8W8HDF/CSC-Logo-Outlines.gif?content-type=image%2Fgif";"http://www.contactsportsclub.com/brazilian-jiu-jitsu";"For kids of all ages, the CSC Kids Brazilian Jiu-Jitsu program teaches basic techniques and rewards goal achievement. Contact Sports Club Kids BJJ builds confidence, respect and a base for a lifetime of fitness and provides an understanding of goal setting and how to work towards achievement while increasing focus, energy and concentration skills.";;;;;;;"Rob Smith";;;"https://www.facebook.com/contactsportsclub/";;;;1;;
"American Killer Bees PA";"http://www.killerbeespa.com/";(570) 460-2653;"344 Stroud Mall, Suite 454";"Stroudsburg";"PA";18360;;"United States";"Located in the Stroud Mall, American Killer Bees PA offers a comprehensive Mixed Martial Arts training program including Brazilian Jiu Jitsu (BJJ), Muay Thai, Wrestling, and Boxing. We also offer strength and conditioning classes including Cardio Kick Boxing and MMA Conditioning in order to meet all of your fitness needs. Whether your goal is fitness, self-defense or competition, American Killer Bees PA has the perfect program for you. Killer Bees was originally founded by a trio of world-class martial artists Israel Gomes, Anderson Silva and Rodrigo Vidal. Killer Bees is an international association with schools in Brazil, China, Australia, Mexico and all over the United States. Professor Israel Gomes leads the American Killer Bees program with affiliates in New York, Mississippi, Florida, Illinois, Tennessee, North Carolina, California, Oklahoma, Kentucky, Texas, & Maryland.";"http://www.killerbeespa.com/assets/images/images/Akbpa.png";"http://www.killerbeespa.com/classes.html";"Here at American Killer Bees PA, our main focus is to teach children self- defense, confidence, discipline and respect to all. We always have a positive learning environment. Our goal is to prepare kids for the daily difficulties they may face in life while still having fun! We do not tolerate bullying, negativity or other inappropriate behaviors. Our program teaches the basic fundamentals of Brazilian Jiu-Jitsu, Muay Thai and boxing. We also include a strength and conditioning portion in every class to promote good health and fitness. Our school gives children the opportunity to get promoted to different belt colors and compete in tournaments. We offer classes for children as young as 3 (fully potty trained) up to 12. Discounted family packages available. Classes offered Little Bees Advanced BJJ Little Bees Beginner BJJ Little Bees Muay Thai/ Boxing.";;;"Muay Thai, Cardio Kickboxing, Strength & Conditioning Program MMA Conditioning ";;"http://www.killerbeespa.com/schedule.html";;;;;"https://www.facebook.com/AKBPA/";;;;1;;
"Octane MMA";"https://octanemma.com/";(724) 483-1830;"110 Railroad Street";"Monongahela";"PA";15063;;"United States";"OCTANE MMA exists to better our community through Martial Arts and Character Development. Promoting traditional values in today’s world through our schools philosophy. We work everyday to instill courtesy, respect, integrity, discipline, perseverance, accountability, and self confidence in our members. With The Ultimate Goal Of Creating Future Leaders.";"https://octanemma.com/wp-content/uploads/elementor/thumbs/2016OctaneMMALogoT-Shirt-01-o3t7fyig521whgkam7t87dv24wv6e6x7iu6m7c9o0g.png";"https://octanemma.com/kids-martial-arts/";"Give Your Child The Lifelong Gift of Personal Success, Self Confidence, Perseverance, Discipline, and Self Defense. While They Have FUN Doing It…Martial arts classes normally make you think of self defense & physical fitness. But it offers your child so MUCH MORE!";;;"Fitness Kickboxing, Kickboxing";;;;;;"info@octanemma.com";"https://www.facebook.com/teamoctanemma";"https://www.youtube.com/channel/UCZCwup89U_9jD61Afvp4kvQ";"https://youtu.be/AlxWtR8lVJY";;1;;
"Anthracite Combat Club";"http://www.anthracitecc.com/";(570) 294-2204;"250 Parkway, 2nd Floor";"Schuylkill Haven";"PA";17972;;"United States";"Anthracite Combat Club offers a diverse selection of training opportunities for our students. We provide high quality instructions in Brazilian Jiu-Jitsu, MMA, self defense techniques, and safe and effective use of firearms.";"http://www.anthracitecc.com/wp-content/uploads/2018/10/ACC-LOGO.jpg";"http://www.anthracitecc.com/youth-teen-jiu-jitsu/";"BJJ offers many benefits for our youth/teen students, including but not limited to: Body Awareness & Coordination; Discipline & Focus; Positive Socialization; Confidence; Self Defense. Brazilian Jiu-Jitsu is very different from many other martial arts. As opposed to martial arts like Karate that rely on power and hard strikes to do damage to an opponent, BJJ can be easily used by anyone of any size against a larger and stronger opponent. Jiu Jitsu focuses on technique and strategy instead of brute strength.  Besides just drills and technique, BJJ training offers the ability to train full contact sparring (known as “rolling”).";"http://www.anthracitecc.com/womens-self-defense/";"Learn how to back up your NO. Learn to defend yourself. Training focuses on: Risk Analysis; Techniques; Grab Releases; Ground Defense and more";;"Adult (ages 16+) - 10 class card $100 or $75/month. Youth students under age 16 - $50/month";"http://www.anthracitecc.com/about/";;"Jeff Walcott";;;"https://www.facebook.com/AnthraciteCombatClub/";;;;1;;
"JADE Studio";"https://jademovementstudio.com/";(610) 973-9700;"616 Lancaster Ave";"Berwyn";"PA";19312;;"United States";"JADE Studio offers a collection of movement-based art forms teaching skill sets to enrich your life and improve your health and well being. We pride ourselves in offering a friendly and welcoming environment that makes our students feel like part of our family.";"https://images.squarespace-cdn.com/content/56809c4969a91a9534a28454/1558876975649-0URIA6EAXO9LHE41YVUO/STUDIO.jpg?format=1500w&content-type=image%2Fjpeg";"https://jademovementstudio.com/kidsclasses";"At JADE, we believe in nurturing children’s natural interests in the movement arts. When you sign-up for a Kids program at JADE, your child has access to all three programs! Kids Yoga, Kids Martial Arts and Kids hipPOP. Each format teaches your child a skill set and allows them to have fun, practice social skills and express their energy in a positive way. We offer a flexible class punch card that is interchangeable between all formats and doesn't ever expire! So if you have to miss a class, no worries!";"https://jademovementstudio.com/womens-selfdefense";"If you have ever felt unsafe or you are concerned of how to handle physical attack, please attend one or our Women’s Self Defense Workshop. You owe it to yourself and your loved ones to begin learning how to safely protect yourself. These classes focus on some basic movements to protect yourself on the ground, escapes from common holds and basic striking. The emphasis is ALWAYS on ESCAPE, not to fight!";"Yoga, Kickboxing. Assisted Stretching Therapy";;"https://jademovementstudio.com/schedule";;"Jason Santiago";;"jademovementstudio@gmail.com";"https://www.facebook.com/jadestudiopa/";"https://www.youtube.com/channel/UCTgBIjB31BMHjcc0eztvzSg";"https://youtu.be/qV0mqLNeprs";;1;;
"Gracie Sports Team Macarra BJJ Simrell Muay Thai Scranton";"https://www.graciesportsteammacarrabjjsimrellmuaythaiscranton.com/";(570) 905-8810;"212 East Drinker Street, Unit B";"Dunmore";"PA";18512;;"United States";"At Gracie Sports Team Macarra BJJ Simrell Muay Thai everyone trains side by side. The focal point of the class is entirely on technique. The class focuses on learning and applying fundamental techniques of Brazilian Jiu-Jitsu. Students practice various techniques using a traditional Gi. The 1st segment of class starts with a good warm up focusing on body movements that apply to Macarra Brazilian Jiu-Jitsu. The 2nd segment of class students learn and practice positioning, escapes, submissions, takedowns and self-defense. the class is directed for both beginners and advance students to sharpen class techniques. The 3rd segment is dedicated to sparring during this segment of class. Students will be able to apply the techniques he/she has learned while grappling with a classmate. When a student joins Macarra Brazilian Jiu-Jitsu class he/she are monitored by the instructors and become a candidate to advance.";"https://images.squarespace-cdn.com/content/5a10e6d86f4ca3591b45ceb2/1516288962377-YTA61FC836MCNDO4BRZ5/PicsArt_01-17-09.50.33.png?content-type=image%2Fpng";"https://www.graciesportsteammacarrabjjsimrellmuaythaiscranton.com/classes";"At Gracie Sports Team Macarra BJJ Simrell Muay Thai Scranton Kids and Teens classes everyone trains side by side. Not only are the kids learning and experiencing growth in Brazilian Jiu-Jitsu or Muay Thai. He/She are building self-esteem, confidence, develop gross motor skills, social skills, cooperation while learning a defensive discipline. All of our children’s classes emphasize discipline and cooperation and develop self confidence and awareness in our students.";;;"Muay Thai";;;;"James Simrell";"Free Class";"jamessimrellpa@gmail.com";"https://www.facebook.com/JamesSimrell444/";;;;1;;
"RABJJ Academy Newtown";"https://www.ricardoalmeida.com/";(215) 550-6634;"209 Pheasant Run";"Newtown";"PA";18940;;"United States";"The Ricardo Almeida Brazilian Jiu Jitsu Academy is a world renowned martial arts school that has been changing lives since 1997. Our location in Bucks County first opened in 2013 in Newtown, PA. Our head Instructor Ricardo Almeida is the highest raked Brazilian Jiu Jitsu Professor in our Region. We specialize in self defense and fitness for students of all ages and levels. We offer a flexible schedule with classes 6 days a week. If you are in Newtown, Richboro, Holland, Yardley or Langhorn we are only few minutes by car. We are also easily accessible from surrounding areas of Bucks County and even our neighboring Mercer County in NJ, with Washington’s Crossing and Ewing less than 10 minutes away. Our students have done their research and found the most highly regarded Jiu Jitsu school in our area with a team of instructors with a wealth of experience to help you or your child achieve your goals. ";;"https://www.ricardoalmeida.com/kids-teens-bjj/";"Unlike other martial arts which teach violent punches and kicks, our Brazilian Jiu Jitsu program utilizes non-violent holds which are only used as a last option against a physically assaultive bully, while other programs may make children more aggressive, the RABJJ Anti-Bullying Program promotes non-violence through respect, discipline and compassion. Jiu Jitsu is more than a self defense system. We aim to teach our students not only to defend themselves from bullies but also to instill the key traits of a life time Martial Artist: honor, respect, humility, discipline, perseverance etc. Each week we focus on a different topic such as: goal setting, sportsmanship and self discipline. These are addressed as storytelling at the end of classes. Studies show that a complex physical activity like Jiu Jitsu, strengthens neural networks in the brain, and enables ADD/ADHD kids to practice self-control and gain confidence. Movement, helps them develop coordination while building strength. Our Jiu Jitsu classes are highly structured, this structure combined with the physical training, are proven to help individual challenged by ADD/ADHD and Autism to develop greater organizational and executive functioning skills";;;;;;;"Ricardo Almeida";;;"https://www.facebook.com/RABJJAcademy/";"https://www.youtube.com/user/RABJJAcademy";"https://youtu.be/EXHkydu25Ak";;1;;
"WCMA - Holmes";"https://wcma-usa.com/";(610) 534-7700;"2133-35 MacDade Blvd";"Holmes";"PA";19043;;"United States";"We offer programs in traditional martial arts, like Tang Soo Do, Taekwondo, Jiu Jitsu, and Muay Thai, Private Lessons, Group Fitness and our kids program - Little Ninjas! World Class Martial Arts is an outstanding martial arts program specifically designed for ease of use by both kids and adults. In a family atmosphere of caring and mutual respect, students are taught effective and fun techniques from the dynamic styles of Olympic Taekwondo, Tang Soo Do, Brazilian Jiu-Jitsu (BJJ), Submission Grappling and Fitness. Students are taught at a reasonable pace, providing flexibility for each student’s individual growth. World Class Martial Arts has been providing high level training in Delaware County for more than 20 years. We invite you to join us for a FREE WEEK of training. Your child will learn valuable Anti Bullying techniques in an environment that builds confidence and self-esteem. Adults develop discipline, self control, lose weight and build muscle.";"https://wcma-usa.com/wp-content/uploads/WorldClassMartialArts-WCMA-USA-Logo.png";;;"https://wcma-usa.com/programs/womens-jiu-jitsu/";"WCMA’s Women’s Jiu-Jitsu program is superior to most women’s self-defense programs because it trains you how to defend yourself from the ground. With submission grappling techniques, your confidence will grow knowing you can protect yourself in the event of an attack. Learn valuable skills with WCMA’s Brazilian Jiu-Jitsu program. Brazilian Jiu Jitsu is fun, motivating and practical. This art is easy to learn for people of all ages – men, woman and children. This grappling art teaches students how to use leverage over weight and technique over strength.  Learn Brazilian Jiu Jitsu in a safe, friendly and clean environment. Our Women’s Jiu-Jitsu program enhances the ability to focus on tasks and provides the resolve to follow through until your goals are achieved. Learn Anti-Bully techniques, how to be a leader and defuse physical confrontation. Jiu-Jitsu is great for toning muscles, weight loss, building functional strength and stamina. Women of all ages can learn amazing self-defense techniques!";"Olympic Taekwondo, Tang Soo Do, Submission Grappling, Fitness";;"https://wcma-usa.com/about-world-class-martial-arts/locations/holmes-pa/";"Mon, Wed, Fri: 4:30pm-9:30pm; Tues, Thurs: 11:00am-9:30pm; Sat: 10:00am-12:00pm";"Aaron Morris";"Free Week";;"https://www.facebook.com/WCMAHolmes/";;;;0;;
"WCMA - Boothwyn";"https://wcma-usa.com/";(610) 298-5006;"812 Conchester Highway";"Boothwyn";"PA";19061;;"United States";"We offer programs in traditional martial arts, like Tang Soo Do, Taekwondo, Jiu Jitsu, and Muay Thai, Private Lessons, Group Fitness and our kids program - Little Ninjas! World Class Martial Arts is an outstanding martial arts program specifically designed for ease of use by both kids and adults. In a family atmosphere of caring and mutual respect, students are taught effective and fun techniques from the dynamic styles of Olympic Taekwondo, Tang Soo Do, Brazilian Jiu-Jitsu (BJJ), Submission Grappling and Fitness. Students are taught at a reasonable pace, providing flexibility for each student’s individual growth. World Class Martial Arts has been providing high level training in Delaware County for more than 20 years. We invite you to join us for a FREE WEEK of training. Your child will learn valuable Anti Bullying techniques in an environment that builds confidence and self-esteem. Adults develop discipline, self control, lose weight and build muscle.";"https://wcma-usa.com/wp-content/uploads/WorldClassMartialArts-WCMA-USA-Logo.png";;;"https://wcma-usa.com/programs/womens-jiu-jitsu/";"WCMA’s Women’s Jiu-Jitsu program is superior to most women’s self-defense programs because it trains you how to defend yourself from the ground. With submission grappling techniques, your confidence will grow knowing you can protect yourself in the event of an attack. Learn valuable skills with WCMA’s Brazilian Jiu-Jitsu program. Brazilian Jiu Jitsu is fun, motivating and practical. This art is easy to learn for people of all ages – men, woman and children. This grappling art teaches students how to use leverage over weight and technique over strength.  Learn Brazilian Jiu Jitsu in a safe, friendly and clean environment. Our Women’s Jiu-Jitsu program enhances the ability to focus on tasks and provides the resolve to follow through until your goals are achieved. Learn Anti-Bully techniques, how to be a leader and defuse physical confrontation. Jiu-Jitsu is great for toning muscles, weight loss, building functional strength and stamina. Women of all ages can learn amazing self-defense techniques!";"Olympic Taekwondo, Tang Soo Do, Submission Grappling, Fitness";;"https://wcma-usa.com/about-world-class-martial-arts/locations/boothwyn-pa/";"Mon-Thurs: 5:30pm-9:00pm, Sat: 10:00am-11:30am";"Aaron Morris";"Free Week";;"https://www.facebook.com/wcmaboothwyn/";;;;0;;
"Round Table Brazilian Jiu Jitsu and Judo";"https://roundtablebjj.com/";(717) 494-5257;"120 South Antrim Way";"Greencastle";"PA";17225;;"United States";"Brazilian Jiu Jitsu and Judo school located in Greencastle, Pennsylvania. Our main goal is to help you achieve your own personal goals.";;;;;;;;;;;;;"https://www.facebook.com/roundtablebjj/";;;;1;;
"Tri State Kickboxing and Mixed Martial Arts";"http://www.tristatemixedmartialarts.com/";(215) 949-9989;"495 C South Oxford Valley Road";"Fairless Hills";"PA";19030;;"United States";"To ensure that students receive the highest possible level of mentoring, our professional instructors go through a mandatory year-round training program. This allows them to give students a positive and uplifting experience each time they set foot on the mat. We believe that clarity is power. This is why we encourage every student to have a clear goal. In relation to this, we keep our lines open so students and their parents know where they stand in terms of progress. Level up your skills. Learn everything you need to know from martial arts experts.";;"http://www.tristatemixedmartialarts.com/kids.html";"A great activity for kids of all ages! Would you like to ensure that your child will grow up to be confident, fit and capable of handling themselves regardless of the obstacles her or she will face? Our martial arts and Brazilian Jiu-Jitsu classes are jam-packed with fun, fitness and exciting drills and skills that kids love! You’ll love our classes too because they’ll bring out the inner champion in your child! When your child participates in classes, our talented black belt instructors will give your child an incredible workout while instilling important leadership and character building skills. At the same time, your child will develop rock solid self-defense skills to keep them safe. Today there are dozens of options for fun kid's activities, but none can give your child the benefits they’ll get from taking martial arts classes! From giving kids a lifelong appreciation for fitness and engaging them with other kids their age in a fun and safe setting to teaching kids self-defense and building their self-confidence, our martial arts and kids' kickboxing classes are simply one of the best gifts you can give your child!";;;"Muay Thai Kickboxing, Fitness Kickboxing and Conditioning, Jeet Kune Do, MMA";;;"Mon-Wed: 3:30pm-9:30pm, Thurs-Fri: 3:30pm-8:30pm; Sat:: 8:30am–2:30pm";"Jeff Jones";;"info@tristatemixedmartialarts.com";"https://www.facebook.com/tristatemartialartsacademy/";"https://www.youtube.com/user/TriStateMartialArts";"https://youtu.be/pzNSnHydfNo";;1;;
"Hellfish Mixed Martial Arts - Chalfont";"https://hellfishmma.com/";(215) 716-3554;"4309 County Line Rd";"Chalfont";"PA";18914;;"United States";"Anyone can learn Jiu Jitsu in the proper environment. Anyone can learn the techniques of Muay Thai and put them to good use. Anyone and everyone can and should learn how to take care of themselves to the best of their ability. Anyone regardless of age, weight, height, race, gender. No matter how athletic or unathletic. No matter whether you are an aggressive person or a more passive and quiet person. Everyone and anyone can do it. Our students range from 6 to 60 years old. We have average joes and Janes in here trying to just get in shape and have fun and we also have highly motivated and skilled professional athletes that compete at the highest levels. What separates Hellfish MMA from other schools and gyms is the culture of team work and mutual benefit that all of our coaches and students have created. We work hard in training and we laugh hard after. Everyone is here to not only improve themselves, but to assist other team members to do the same. When you finish your first free class here at Hellfish Mixed Martial Arts, that does not mean you will be a competent martial artist. Far from it, but in that hour, you have taken the first necessary steps, you have separated yourself from the herd of those that WISH to the TEAM of those that DO!";"https://hellfishmma.com/wp-content/uploads/2018/05/cropped-logo_hellfishmma_final.png";"https://hellfishmma.com/childrens-martial-arts";"Unleash Your Child’s Full Potential with Our Exceptional Martial Arts Training System and World-Class Professional Staff";;;"Muay Thai, Kickboxing Conditioning";;;;"Tim Carpenter";;;"https://www.facebook.com/Hellfish-Mixed-Martial-Arts-and-Fitness-1857672834512784/";"https://www.youtube.com/channel/UCt0wc3sLnW2uxDqcCGjkhlg";"https://youtu.be/1T5T1B-XYn4";;0;;
